Corpus Type: bow
Topic Count: 10

test_14826       0: 0.011031288537060  1: 0.009087114006357  2: 0.296597127729358  3: 0.000261173784137  4: 0.565423946660958  5: 0.038353065607001  6: 0.000261170834468  7: 0.000261143362920  8: 0.078462820081337  9: 0.000261149396405 

test_21262       0: 0.004762794513342  1: 0.004762058170455  2: 0.004761976138232  3: 0.004762093936082  4: 0.004761942407399  5: 0.004761943396621  6: 0.004762350945636  7: 0.004762007027407  8: 0.004761925762008  9: 0.957140907702818 

test_21264       0: 0.004001474811154  1: 0.004000257447497  2: 0.004000461431530  3: 0.004000113208570  4: 0.004000040344370  5: 0.037499675265726  6: 0.004000320163242  7: 0.004000231086930  8: 0.004000138629874  9: 0.930497287611106 

test_21265       0: 0.002439425063895  1: 0.002439627700507  2: 0.002439342957594  3: 0.002439954997054  4: 0.002439095735194  5: 0.002439218172578  6: 0.002439337968749  7: 0.002439394145243  8: 0.002439268135155  9: 0.978045335124028 

test_21266       0: 0.142211297572859  1: 0.002941672019304  2: 0.002941541617949  3: 0.002942011457514  4: 0.002941229673578  5: 0.002941265675929  6: 0.002941448110126  7: 0.002941816459904  8: 0.002941308675890  9: 0.834256408736946 

test_21267       0: 0.001515467129463  1: 0.949510723979618  2: 0.001515577443412  3: 0.001515374632744  4: 0.001515284115300  5: 0.001515420857982  6: 0.001515311687541  7: 0.001515380342459  8: 0.001515325467850  9: 0.038366134343632 

test_21271       0: 0.004000548751715  1: 0.004000079757304  2: 0.045141293147354  3: 0.004000061361057  4: 0.004000039069260  5: 0.004000101459592  6: 0.004000124949769  7: 0.004000112262640  8: 0.004000041972757  9: 0.922857597268552 

test_21272       0: 0.004348330794207  1: 0.004348211150560  2: 0.004347955781092  3: 0.099302430500511  4: 0.004347870347257  5: 0.004347972925712  6: 0.004348071523362  7: 0.004347923096745  8: 0.004347848298959  9: 0.865913385581594 

test_21274       0: 0.005263760165103  1: 0.825054729145546  2: 0.005264728732764  3: 0.005263432623155  4: 0.005263525651395  5: 0.005264410566441  6: 0.005263623434116  7: 0.005264134128071  8: 0.005263455408513  9: 0.132834200144897 

test_21275       0: 0.832899042120032  1: 0.001162939685943  2: 0.001163468052851  3: 0.001163110982342  4: 0.001162962119756  5: 0.001163246250143  6: 0.001162974822553  7: 0.001163111789084  8: 0.001162905540480  9: 0.157796238636816 

test_21277       0: 0.000381696616885  1: 0.000381734072450  2: 0.000381767545034  3: 0.000381774105264  4: 0.098235447958424  5: 0.000381750187800  6: 0.023587916357845  7: 0.005895130380796  8: 0.869991067333740  9: 0.000381715441763 

test_21278       0: 0.002565003745296  1: 0.080954897482855  2: 0.002564458622328  3: 0.857018205872278  4: 0.002564325249797  5: 0.002564477044428  6: 0.044075503909275  7: 0.002564350044578  8: 0.002564405191303  9: 0.002564372837862 

test_21281       0: 0.002500526793217  1: 0.002500200931055  2: 0.002500180707283  3: 0.002500273122237  4: 0.002500276400523  5: 0.002500760604782  6: 0.002500163526355  7: 0.002500317180144  8: 0.002500109986175  9: 0.977497190748231 

test_21282       0: 0.952621149739848  1: 0.005265246577614  2: 0.005263542549091  3: 0.005265509029140  4: 0.005264361062668  5: 0.005263498016144  6: 0.005265860596538  7: 0.005263742196849  8: 0.005263543474129  9: 0.005263546757979 

test_21283       0: 0.280045122363483  1: 0.002222344394551  2: 0.002222352831329  3: 0.002222329128376  4: 0.002222325990946  5: 0.002222291303975  6: 0.002222471091622  7: 0.002222373083081  8: 0.002222356368504  9: 0.702176033444133 

test_21285       0: 0.003333556005119  1: 0.003333860724153  2: 0.003333654340763  3: 0.003333969592235  4: 0.003333955188533  5: 0.003333902135728  6: 0.003334339267233  7: 0.003333625844289  8: 0.969995560835633  9: 0.003333576066313 

test_21286       0: 0.002942096098532  1: 0.002941288401464  2: 0.002941313920040  3: 0.002941255434416  4: 0.002941204959566  5: 0.002941215681977  6: 0.002941469252684  7: 0.002941322174736  8: 0.002941212336505  9: 0.973527621740080 

test_21287       0: 0.000952571251268  1: 0.871060044590691  2: 0.000952518648928  3: 0.121319795016565  4: 0.000952531889253  5: 0.000952520431468  6: 0.000952540380717  7: 0.000952477318521  8: 0.000952502477271  9: 0.000952497995319 

test_21291       0: 0.002174759965478  1: 0.126898513751882  2: 0.002174225921716  3: 0.403522764943759  4: 0.002174160373781  5: 0.002174215391938  6: 0.002174646524140  7: 0.454358268970831  8: 0.002174073109439  9: 0.002174371047036 

test_21292       0: 0.227734645630522  1: 0.086388814491470  2: 0.002941576832562  3: 0.178235479961731  4: 0.002941680841376  5: 0.414109175941654  6: 0.078823977906987  7: 0.002941382408370  8: 0.002941579210455  9: 0.002941686774873 

test_21293       0: 0.000862157263527  1: 0.189947809234258  2: 0.179478661375330  3: 0.000862237091100  4: 0.000862280570309  5: 0.446904532628775  6: 0.000862229270551  7: 0.000862243892330  8: 0.178495714597545  9: 0.000862134076275 

test_21295       0: 0.003572147883787  1: 0.003571484611348  2: 0.003571489074021  3: 0.003571962151639  4: 0.003571505061793  5: 0.003571527983453  6: 0.003571763348764  7: 0.003571450283564  8: 0.003571445729495  9: 0.967855223872135 

test_21297       0: 0.260830271271387  1: 0.002703169824302  2: 0.002703132190132  3: 0.649282563712605  4: 0.002702942522052  5: 0.002703034853956  6: 0.002703294224085  7: 0.002703355104497  8: 0.070964809551773  9: 0.002703426745212 

test_21298       0: 0.005884395638648  1: 0.005882854111119  2: 0.005882640818420  3: 0.005882960356999  4: 0.005882441108925  5: 0.005882557401233  6: 0.005882909549827  7: 0.005882451903972  8: 0.005882599133266  9: 0.947054189977591 

test_21300       0: 0.237905911591937  1: 0.001538572735646  2: 0.001538517993746  3: 0.001538528162531  4: 0.001538471858972  5: 0.001538536086604  6: 0.001538738211268  7: 0.001538554979540  8: 0.001538499962589  9: 0.749785668417166 

test_21301       0: 0.183479374696573  1: 0.712199094852092  2: 0.002439492843513  3: 0.002439737385883  4: 0.002439308430795  5: 0.002439596482746  6: 0.002439822362427  7: 0.002439347539116  8: 0.087244737226107  9: 0.002439488180750 

test_21302       0: 0.558580229741052  1: 0.047356152059095  2: 0.001613164606800  3: 0.001613149397387  4: 0.001613013326938  5: 0.001613044232859  6: 0.001613131550513  7: 0.001613021180895  8: 0.001613062183003  9: 0.382772031721457 

test_21303       0: 0.002439290937701  1: 0.002439320190881  2: 0.002439693693491  3: 0.002439565749977  4: 0.002439850344106  5: 0.002439471393131  6: 0.002439343030952  7: 0.002439359863540  8: 0.978045016726999  9: 0.002439088069224 

test_21307       0: 0.005263434720082  1: 0.952627403401844  2: 0.005263602093020  3: 0.005264136695702  4: 0.005263798446354  5: 0.005263638290186  6: 0.005263597343354  7: 0.005263444504315  8: 0.005263596708009  9: 0.005263347797135 

test_21308       0: 0.323178620128164  1: 0.002083607054717  2: 0.002083470436358  3: 0.002083706084074  4: 0.195499584724883  5: 0.002083433213798  6: 0.002083699238502  7: 0.002083455608696  8: 0.002083436811780  9: 0.466736986699026 

test_21314       0: 0.002000789712812  1: 0.729550361696160  2: 0.002000316925443  3: 0.002000386021718  4: 0.002000208975632  5: 0.174178048660850  6: 0.002000341742606  7: 0.082268994276864  8: 0.002000236318365  9: 0.002000315669552 

test_21315       0: 0.002501116372427  1: 0.196299043703995  2: 0.002500341637131  3: 0.002500222271941  4: 0.002500138777103  5: 0.002500101116720  6: 0.002501096548623  7: 0.002500140474070  8: 0.002500054935587  9: 0.783697744162404 

test_21318       0: 0.001695340177412  1: 0.001695281018266  2: 0.001695596477270  3: 0.825271649564061  4: 0.001695146025935  5: 0.001695311067306  6: 0.133301035119327  7: 0.001695355186187  8: 0.001695322912101  9: 0.029559962452135 

test_21319       0: 0.001111296095357  1: 0.937115685578571  2: 0.001111408619826  3: 0.001111399325962  4: 0.001111352057140  5: 0.001111485886582  6: 0.053993453724729  7: 0.001111340455983  8: 0.001111321593579  9: 0.001111256662272 

test_21321       0: 0.000671254314642  1: 0.000671416951444  2: 0.027060444454799  3: 0.000671346983801  4: 0.000671366784147  5: 0.112533767875220  6: 0.000671294973155  7: 0.776907808717999  8: 0.079470089700759  9: 0.000671209244034 

test_21322       0: 0.792698545813772  1: 0.001887008758840  2: 0.001886915904398  3: 0.001887062046710  4: 0.001886926033000  5: 0.001887230318115  6: 0.001888579656973  7: 0.001886893915611  8: 0.001886995204640  9: 0.192203842347941 

test_21323       0: 0.009094055269659  1: 0.009092797788068  2: 0.009095442232078  3: 0.009094320359461  4: 0.009091451257606  5: 0.009091967388232  6: 0.009093155532429  7: 0.009092000964252  8: 0.918163706483256  9: 0.009091102724958 

test_21324       0: 0.503559911438297  1: 0.001785953412360  2: 0.001785888698558  3: 0.001785913928959  4: 0.001785751007491  5: 0.001785789243613  6: 0.001785901855797  7: 0.001785843065349  8: 0.001785805740673  9: 0.482153241608903 

test_21325       0: 0.149906209197511  1: 0.002272856824998  2: 0.002273231019945  3: 0.002273026406684  4: 0.002272803704909  5: 0.002272887075296  6: 0.002273011078841  7: 0.002272899921454  8: 0.002273255960953  9: 0.831909818809409 

test_21330       0: 0.002942372295327  1: 0.002941546301296  2: 0.002941800082197  3: 0.002941311950962  4: 0.002941232427488  5: 0.002941290083708  6: 0.002941609339420  7: 0.002941260319902  8: 0.002941270551702  9: 0.973526306647998 

test_21331       0: 0.006666993172236  1: 0.204022924733248  2: 0.006668250673814  3: 0.006667271686952  4: 0.006667087110800  5: 0.006667219034560  6: 0.006667550585134  7: 0.006669077897557  8: 0.742636874406112  9: 0.006666750699586 

test_21333       0: 0.000787643546130  1: 0.000787597272700  2: 0.000787602548243  3: 0.730592698093053  4: 0.107309548440656  5: 0.042596906689642  6: 0.000787577766491  7: 0.000787506583665  8: 0.091046055442231  9: 0.024516863617189 

test_21336       0: 0.477729134184085  1: 0.001053083473831  2: 0.001052825961901  3: 0.093874043457105  4: 0.001052770741931  5: 0.001052835978051  6: 0.001052790760078  7: 0.001053004422350  8: 0.001052841882306  9: 0.421026669138363 

test_21337       0: 0.705982501555698  1: 0.001960868829143  2: 0.001960889598586  3: 0.001960882149746  4: 0.001960805724168  5: 0.001960822107576  6: 0.001960941398209  7: 0.001960889020294  8: 0.001960804434078  9: 0.278330595182502 

test_21339       0: 0.001851933894977  1: 0.001852033846903  2: 0.001852195103440  3: 0.001852003150006  4: 0.001852137230111  5: 0.064718632164398  6: 0.001852062316163  7: 0.001852098518369  8: 0.920465021181710  9: 0.001851882593922 

test_21342       0: 0.002000327789236  1: 0.002000401320920  2: 0.002000450388029  3: 0.049375213597979  4: 0.002000497130285  5: 0.078869896935012  6: 0.002000534094468  7: 0.028020665597698  8: 0.831731642569461  9: 0.002000370576914 

test_21343       0: 0.001887016147329  1: 0.001887129908600  2: 0.001887222110092  3: 0.001887413597110  4: 0.001887036288967  5: 0.001887122991823  6: 0.001887294775838  7: 0.001887092492601  8: 0.983015686700148  9: 0.001886984987493 

test_21346       0: 0.004001210727625  1: 0.004004524342237  2: 0.004001491411679  3: 0.004000621729701  4: 0.004000653959331  5: 0.004000408744331  6: 0.004000439342232  7: 0.004000304054732  8: 0.004000204817496  9: 0.963990140870637 

test_21350       0: 0.006251460218579  1: 0.006250325982158  2: 0.006250096971912  3: 0.006250285486030  4: 0.006250023567586  5: 0.006250058953957  6: 0.006250264990805  7: 0.006250049719894  8: 0.006250015282717  9: 0.943747418826362 

test_21352       0: 0.004546099906448  1: 0.004545597453531  2: 0.004545660333335  3: 0.004545626334911  4: 0.004545488705801  5: 0.004545489610294  6: 0.004546908201891  7: 0.004545547394456  8: 0.004545473648736  9: 0.959088108410597 

test_21354       0: 0.413760474982113  1: 0.002083501525920  2: 0.002083393766467  3: 0.002083483101587  4: 0.002083352196170  5: 0.002083361134991  6: 0.002083483508176  7: 0.002083390149371  8: 0.002083350134276  9: 0.569572209500930 

test_21356       0: 0.092527988333884  1: 0.002702831263246  2: 0.103896830935167  3: 0.002702830306262  4: 0.002702814891520  5: 0.002702849946084  6: 0.002702946809875  7: 0.002702864508054  8: 0.002702776819737  9: 0.784655266186170 

test_21357       0: 0.000781389751161  1: 0.232427559711650  2: 0.000781376773497  3: 0.315377636994183  4: 0.016792794644435  5: 0.000781434903074  6: 0.430713700831756  7: 0.000781383760771  8: 0.000781380919473  9: 0.000781341710000 

test_21358       0: 0.002000479213998  1: 0.612925760625862  2: 0.002000289311852  3: 0.175556893966539  4: 0.058469429739629  5: 0.002000309815210  6: 0.002000341710597  7: 0.002000253209479  8: 0.002000290358285  9: 0.141045952048551 

test_21359       0: 0.212621898515696  1: 0.001031099363002  2: 0.001031072084131  3: 0.001031052046431  4: 0.001030964877957  5: 0.001031017641697  6: 0.001031041632619  7: 0.001031061451000  8: 0.001031020967190  9: 0.779129771420277 

test_21360       0: 0.003705066253551  1: 0.003704219448351  2: 0.003704214210182  3: 0.003704473916309  4: 0.003703827648290  5: 0.003704551106102  6: 0.003704729563172  7: 0.003703914776643  8: 0.003705348751626  9: 0.966659654325775 

test_21362       0: 0.002273586275516  1: 0.002273213413471  2: 0.002273003443885  3: 0.002273429486642  4: 0.002272850087810  5: 0.002273196454241  6: 0.002273219668174  7: 0.002272983163500  8: 0.002273501487340  9: 0.979541016519421 

test_21363       0: 0.001961266496648  1: 0.935125544950124  2: 0.001961467826897  3: 0.001961028443911  4: 0.001961064614119  5: 0.001961207770184  6: 0.001961066751737  7: 0.001961296645252  8: 0.001961125365188  9: 0.049184931135938 

test_21367       0: 0.000806505805337  1: 0.000806555177624  2: 0.048815015520399  3: 0.383566661082723  4: 0.059892355345515  5: 0.162975426799474  6: 0.000807171712393  7: 0.340717118714599  8: 0.000806706663565  9: 0.000806483178370 

test_21368       0: 0.000532060163331  1: 0.000532017313939  2: 0.328174869452417  3: 0.053449405075182  4: 0.000532048341964  5: 0.135415352018508  6: 0.000532046931113  7: 0.394487944202892  8: 0.085812262277989  9: 0.000531994222667 

test_21369       0: 0.000813106893356  1: 0.011531467784837  2: 0.000813199768622  3: 0.292937298003794  4: 0.580647365801550  5: 0.089923653152705  6: 0.000813115736178  7: 0.000813202041701  8: 0.000813209457769  9: 0.020894381359488 

test_21371       0: 0.001724237536395  1: 0.020167323587104  2: 0.136769870846255  3: 0.178063600753393  4: 0.001724585895003  5: 0.622393035025329  6: 0.033984204207959  7: 0.001724481459889  8: 0.001724433474973  9: 0.001724227213700 

test_21372       0: 0.004545901985096  1: 0.004545894686828  2: 0.004546544761723  3: 0.004547087022035  4: 0.004546078222896  5: 0.004546580204205  6: 0.004546856510455  7: 0.004545749700971  8: 0.004546199451330  9: 0.959083107454459 

test_21373       0: 0.003847350822230  1: 0.003846330184635  2: 0.003846683884094  3: 0.003846405878966  4: 0.003846196878737  5: 0.003846247187298  6: 0.174577353666344  7: 0.003846278817899  8: 0.003846257853171  9: 0.794650894826625 

test_21375       0: 0.005882764178793  1: 0.005883689828506  2: 0.005883317170064  3: 0.637097375387920  4: 0.005885293955509  5: 0.005883476068108  6: 0.315834779953589  7: 0.005883234151275  8: 0.005883511307877  9: 0.005882557998359 

test_21376       0: 0.000781458702931  1: 0.326912518730347  2: 0.000781375981712  3: 0.666836408935324  4: 0.000781328481012  5: 0.000781346112180  6: 0.000781407796573  7: 0.000781426633945  8: 0.000781358826740  9: 0.000781369799237 

test_21378       0: 0.578928229226818  1: 0.002635446480007  2: 0.002633924092804  3: 0.076480558760438  4: 0.002631800377901  5: 0.002638105672710  6: 0.002632222804074  7: 0.002631872847064  8: 0.002631865206723  9: 0.326155974531461 

test_21380       0: 0.005264648047880  1: 0.817593142282928  2: 0.005264911433367  3: 0.005263632745415  4: 0.005263588051935  5: 0.005264434701276  6: 0.005263645230922  7: 0.005264668518118  8: 0.005263236132836  9: 0.140294092855323 

test_21382       0: 0.284789687419967  1: 0.020407719890585  2: 0.000854977163139  3: 0.640168293044233  4: 0.000854906119890  5: 0.000855007062057  6: 0.000854866469467  7: 0.000854941393275  8: 0.049504788775000  9: 0.000854812662387 

test_21385       0: 0.004001385930671  1: 0.083716659247759  2: 0.004000302511322  3: 0.004001729023509  4: 0.004001312008768  5: 0.004000751671679  6: 0.004000390049604  7: 0.004000407436848  8: 0.004000044234752  9: 0.884277017885087 

test_21386       0: 0.278291829362515  1: 0.000885015819414  2: 0.000885042469311  3: 0.000885001030422  4: 0.000884993512495  5: 0.000885052608421  6: 0.044317482878225  7: 0.000885010942120  8: 0.000885076826090  9: 0.671195494550986 

test_21387       0: 0.003704691601600  1: 0.003704710697151  2: 0.003704071524212  3: 0.966661432890886  4: 0.003704464512116  5: 0.003704131616735  6: 0.003704235555589  7: 0.003703915048953  8: 0.003704215629976  9: 0.003704130922783 

test_21388       0: 0.742655692756929  1: 0.001960911267611  2: 0.001961011615649  3: 0.001960875387669  4: 0.001960811041084  5: 0.001960896801108  6: 0.001961317247663  7: 0.001960853555932  8: 0.001960911622220  9: 0.241656718704136 

test_21391       0: 0.000961598962925  1: 0.000961841253758  2: 0.000961705687158  3: 0.000961724425501  4: 0.649230632093887  5: 0.098961911441430  6: 0.000961712025727  7: 0.000961717394029  8: 0.245075524682905  9: 0.000961632032680 

test_21392       0: 0.001449736262961  1: 0.001449411042005  2: 0.986954095215536  3: 0.001449448015822  4: 0.001449592341475  5: 0.001449487011811  6: 0.001449425962876  7: 0.001449688076122  8: 0.001449494215662  9: 0.001449621855730 

test_21393       0: 0.085083912668971  1: 0.519181729163553  2: 0.042235087307741  3: 0.131481390976848  4: 0.002273084020934  5: 0.002273379124854  6: 0.002273139969861  7: 0.002273401220062  8: 0.002272997379166  9: 0.210651878168011 

test_21394       0: 0.002000551168415  1: 0.712189385114815  2: 0.002000288193427  3: 0.056352158098545  4: 0.066764912608291  5: 0.002000336677718  6: 0.002000371316908  7: 0.002000252618035  8: 0.002000304259098  9: 0.152691439944749 

test_21401       0: 0.001754714896347  1: 0.001754738841645  2: 0.001754593382752  3: 0.773352197241103  4: 0.001755156141658  5: 0.058603954437515  6: 0.001754588472917  7: 0.001754560658811  8: 0.001754610414575  9: 0.155760885512678 

test_21403       0: 0.259435662615835  1: 0.002778207764860  2: 0.002778551301920  3: 0.002778307033657  4: 0.002777884728826  5: 0.002778202721936  6: 0.002778407074103  7: 0.002778051557658  8: 0.002778824535307  9: 0.718337900665899 

test_21404       0: 0.228320861341436  1: 0.125235300056214  2: 0.001031034230754  3: 0.639226397420254  4: 0.001031013544444  5: 0.001031046759260  6: 0.001031254614073  7: 0.001031076719821  8: 0.001031018140740  9: 0.001030997173004 

test_21405       0: 0.003226553743572  1: 0.003226459968829  2: 0.003226483091880  3: 0.003226071388533  4: 0.003225908239302  5: 0.003226135660082  6: 0.003226074230059  7: 0.003227245860379  8: 0.003226022284019  9: 0.970963045533343 

test_21406       0: 0.003572982972698  1: 0.003571504573796  2: 0.003571457670321  3: 0.003571512501327  4: 0.003571435083972  5: 0.003571443301049  6: 0.003571992566060  7: 0.003571454468486  8: 0.003571432765206  9: 0.967854784097086 

test_21408       0: 0.046637113780662  1: 0.526366446148278  2: 0.001351713256730  3: 0.032720443048028  4: 0.001351735477644  5: 0.001351996594815  6: 0.386165446234058  7: 0.001351553856280  8: 0.001351990943403  9: 0.001351560660101 

test_21410       0: 0.200712065959325  1: 0.009092937703576  2: 0.009092158228075  3: 0.726547397503243  4: 0.009092111912607  5: 0.009092094676613  6: 0.009095503322850  7: 0.009091419925532  8: 0.009091680005574  9: 0.009092630762605 

test_21411       0: 0.001449570030936  1: 0.276166926944180  2: 0.001449423747392  3: 0.712237337132257  4: 0.001449384284065  5: 0.001449419875678  6: 0.001449521318115  7: 0.001449431901535  8: 0.001449403711301  9: 0.001449581054541 

test_21412       0: 0.580464609352908  1: 0.001333551181994  2: 0.001333499750891  3: 0.001333629003951  4: 0.001333396933175  5: 0.001333416236877  6: 0.001333604821130  7: 0.001333528417849  8: 0.001333422493350  9: 0.408867341807874 

test_21413       0: 0.004762442694903  1: 0.004762058856206  2: 0.004761984465979  3: 0.004762071002609  4: 0.004761934316296  5: 0.004761932374983  6: 0.099979133498994  7: 0.004762047057537  8: 0.004761914408275  9: 0.861924481324220 

test_21414       0: 0.002858180756236  1: 0.002857567374054  2: 0.002857721110166  3: 0.002857320977724  4: 0.002857170707444  5: 0.033615044933609  6: 0.002857443511618  7: 0.002857223278998  8: 0.002857218854167  9: 0.943525108495984 

test_21415       0: 0.003031265799471  1: 0.003030414810240  2: 0.003032793132812  3: 0.003030400135202  4: 0.003030400118361  5: 0.003030366307535  6: 0.003030613539061  7: 0.003030420715006  8: 0.003030419013231  9: 0.972722906429080 

test_21416       0: 0.003334205002273  1: 0.003333925887904  2: 0.003333703923667  3: 0.003333617345213  4: 0.003333375945484  5: 0.003333423083143  6: 0.003333597577089  7: 0.003333687585130  8: 0.003333374176604  9: 0.969997089473494 

test_21417       0: 0.812161955003141  1: 0.001923571280767  2: 0.001923542625120  3: 0.001923635081255  4: 0.001923264391400  5: 0.172450563810252  6: 0.001923386832945  7: 0.001923586904050  8: 0.001923221892981  9: 0.001923272178088 

test_21419       0: 0.002127919653410  1: 0.776376744462320  2: 0.002127904545146  3: 0.002128555199165  4: 0.002127953974295  5: 0.206599359354902  6: 0.002127942418644  7: 0.002127891886528  8: 0.002127920679616  9: 0.002127807825974 

test_21421       0: 0.007693092223714  1: 0.760364226487076  2: 0.007692849904208  3: 0.007694711999348  4: 0.007693400803273  5: 0.007692653847801  6: 0.007694050989449  7: 0.007693064438152  8: 0.007692806344876  9: 0.178089142962102 

test_21423       0: 0.000555686874839  1: 0.000555671633676  2: 0.341034580233787  3: 0.000555757379822  4: 0.000555692660049  5: 0.166072817423448  6: 0.000555782274539  7: 0.489002618324784  8: 0.000555726360908  9: 0.000555666834146 

test_21427       0: 0.005264866109889  1: 0.523278248643966  2: 0.005263584298722  3: 0.434612012832288  4: 0.005263442794505  5: 0.005263496350494  6: 0.005264014004518  7: 0.005263246651617  8: 0.005263405078441  9: 0.005263683235561 

test_21429       0: 0.002564445467407  1: 0.457505014549037  2: 0.037087066685567  3: 0.448682662233084  4: 0.002564311726171  5: 0.002564365896685  6: 0.041339090073934  7: 0.002564357454588  8: 0.002564263205369  9: 0.002564422708159 

test_21430       0: 0.003704835761965  1: 0.003704094743107  2: 0.003703861421884  3: 0.003704063517847  4: 0.003703785327747  5: 0.003703803457520  6: 0.003704138636901  7: 0.003703817690842  8: 0.003703761445153  9: 0.966663837997035 

test_21431       0: 0.238378599406410  1: 0.003703963606645  2: 0.003703914990572  3: 0.003703941138194  4: 0.003703772634390  5: 0.003703812832228  6: 0.003703921373832  7: 0.003703912552083  8: 0.003703814431032  9: 0.731990347034613 

test_21435       0: 0.002500859531905  1: 0.002500832945828  2: 0.002500212809092  3: 0.002500763380560  4: 0.002500101993752  5: 0.002500206314963  6: 0.002500754961779  7: 0.002500207417322  8: 0.033427464514942  9: 0.946568596129857 

test_21436       0: 0.469020715524672  1: 0.002702820014991  2: 0.002702857582549  3: 0.002702791744363  4: 0.002702724541451  5: 0.002702792948591  6: 0.002702894586614  7: 0.002702767499723  8: 0.002702761455195  9: 0.509356874101850 

test_21437       0: 0.001923758063853  1: 0.049994998777442  2: 0.001923247935987  3: 0.001923248896849  4: 0.001923158925419  5: 0.001923297869901  6: 0.001923416996650  7: 0.001923345165275  8: 0.001923364048411  9: 0.934618163320212 

test_21440       0: 0.005263442741384  1: 0.825353762533457  2: 0.005263220267460  3: 0.005264277599367  4: 0.005263550455507  5: 0.132538459698097  6: 0.005263454296766  7: 0.005263188748053  8: 0.005263230622975  9: 0.005263413036932 

test_21441       0: 0.002564604361433  1: 0.002564308185608  2: 0.002564437010630  3: 0.002564267514666  4: 0.002564145420125  5: 0.002564293378582  6: 0.002564361288245  7: 0.002564590930990  8: 0.002564241609205  9: 0.976920750300517 

test_21443       0: 0.001333424570599  1: 0.115871869075186  2: 0.001333866109894  3: 0.666492335417127  4: 0.208300350371404  5: 0.001333706588330  6: 0.001333579443279  7: 0.001334058170511  8: 0.001333455809545  9: 0.001333354444125 

test_21447       0: 0.656429123344162  1: 0.001639438620271  2: 0.001639428165757  3: 0.001639457172964  4: 0.001639382454378  5: 0.001639394052944  6: 0.001639559747151  7: 0.001639399005895  8: 0.001639425501966  9: 0.330455391934512 

test_21448       0: 0.346483228832056  1: 0.002440002839417  2: 0.002440085954329  3: 0.002440069943848  4: 0.002439242965422  5: 0.002439859284653  6: 0.002439446021437  7: 0.002439333976846  8: 0.002440298396348  9: 0.633998431785644 

test_21451       0: 0.006667430757316  1: 0.006666936982725  2: 0.006666768625875  3: 0.006666967532840  4: 0.006666691725712  5: 0.006666711884991  6: 0.006666937966196  7: 0.006666833568799  8: 0.006666675187880  9: 0.939998045767666 

test_21453       0: 0.545237916514590  1: 0.002041114268292  2: 0.002041140548174  3: 0.002041023962276  4: 0.002040921110830  5: 0.002041050892182  6: 0.002040991472583  7: 0.002040926910759  8: 0.002040929283028  9: 0.438433985037285 

test_21454       0: 0.002000871550360  1: 0.981995281298886  2: 0.002000385966258  3: 0.002000528717898  4: 0.002000214114213  5: 0.002000376391834  6: 0.002000702368038  7: 0.002000322735599  8: 0.002000648506267  9: 0.002000668350647 

test_21455       0: 0.163195840992821  1: 0.003125443864110  2: 0.003125774584828  3: 0.069647217113727  4: 0.003126727390423  5: 0.003125680802635  6: 0.003125295873474  7: 0.003125512354717  8: 0.003127946740030  9: 0.745274560283236 

test_21459       0: 0.000862153318837  1: 0.128365444585100  2: 0.000862273309743  3: 0.417720609358862  4: 0.447878074337300  5: 0.000862544393615  6: 0.000862137620323  7: 0.000862169310838  8: 0.000862513931559  9: 0.000862079833822 

test_21460       0: 0.287608510579973  1: 0.002127879089728  2: 0.002127916452858  3: 0.002128153407812  4: 0.002127795731796  5: 0.002127860334882  6: 0.002128014818986  7: 0.002127764950968  8: 0.002127787938768  9: 0.695368316694229 

test_21462       0: 0.002001173591498  1: 0.981995035407796  2: 0.002000383368686  3: 0.002000497959498  4: 0.002000210406467  5: 0.002000372109582  6: 0.002000693848925  7: 0.002000319290750  8: 0.002000646160621  9: 0.002000667856176 

test_21465       0: 0.006666854514315  1: 0.175452541731672  2: 0.006667973933590  3: 0.006669065526547  4: 0.771208499488450  5: 0.006667520793356  6: 0.006666747121577  7: 0.006667153853962  8: 0.006666935307976  9: 0.006666707728555 

test_21466       0: 0.000943521460541  1: 0.190264638525557  2: 0.311929629254595  3: 0.469904655468486  4: 0.000943682762417  5: 0.022239681818928  6: 0.000943698459086  7: 0.000943487097154  8: 0.000943527589878  9: 0.000943477563358 

test_21468       0: 0.005882517132396  1: 0.005882865996854  2: 0.005883420025906  3: 0.005882531238637  4: 0.005882807331681  5: 0.005882831574752  6: 0.005882975032609  7: 0.005882967482353  8: 0.947054668968331  9: 0.005882415216480 

test_21469       0: 0.026009406929365  1: 0.611219188546765  2: 0.000971070032090  3: 0.000971168387341  4: 0.000971073448176  5: 0.283956037525906  6: 0.000971235527269  7: 0.000971017762904  8: 0.072988722492204  9: 0.000971079347980 

test_21473       0: 0.000568318653367  1: 0.000568268173790  2: 0.994885200133456  3: 0.000568299011438  4: 0.000568350674211  5: 0.000568311934227  6: 0.000568300440261  7: 0.000568293633195  8: 0.000568373517458  9: 0.000568283828598 

test_21474       0: 0.002083555626990  1: 0.002083376034192  2: 0.002083384774876  3: 0.002083378010320  4: 0.024451966121769  5: 0.002083364073932  6: 0.002083422396873  7: 0.002083905691865  8: 0.002083347831173  9: 0.958880299438010 

