Corpus Type: tfidf
Topic Count: 10

test_14826        6: 0.716346760342798   1: 0.141413697284777   0: 0.089762600406294   5: 0.007512142320442   4: 0.007496317648533   8: 0.007494777518466   9: 0.007493890383417   7: 0.007493545316433   3: 0.007493239709685   2: 0.007493029069156 

test_19037        6: 0.542629015875777   9: 0.345525675872689   3: 0.013988750329648   0: 0.013987473565302   1: 0.013981025012687   5: 0.013979972545864   4: 0.013979110758417   7: 0.013976995296651   8: 0.013976132021337   2: 0.013975848721627 

test_19040        6: 0.905117617666257   0: 0.010543535782590   8: 0.010542817489730   1: 0.010542734604453   5: 0.010542570235187   9: 0.010542425815556   7: 0.010542187616419   4: 0.010542062293419   2: 0.010542055464236   3: 0.010541993032153 

test_19041        6: 0.632016758752132   3: 0.158044262189748   9: 0.110845556920492   1: 0.014183388817563   0: 0.014160559811938   5: 0.014152340510527   8: 0.014149912566049   4: 0.014149126263260   7: 0.014149056472360   2: 0.014149037695931 

test_19042        5: 0.609996680099917   6: 0.254219468644445   9: 0.017101338990797   4: 0.016987691130173   1: 0.016952287694331   0: 0.016951986670221   8: 0.016948363855195   7: 0.016947717907568   2: 0.016947296178780   3: 0.016947168828572 

test_19044        6: 0.833550072666511   5: 0.018497400030902   9: 0.018494502621671   8: 0.018494373533530   0: 0.018494191836603   4: 0.018494099287410   7: 0.018494095963252   1: 0.018493975100025   2: 0.018493664200659   3: 0.018493624759437 

test_19045        5: 0.754708976959544   1: 0.027275316624105   6: 0.027269154834440   9: 0.027253025097918   2: 0.027252147559156   7: 0.027250290976809   8: 0.027248391109294   0: 0.027248092807070   4: 0.027247732968183   3: 0.027246871063480 

test_19048        0: 0.395897736995335   4: 0.343390439146143   1: 0.032600871449744   5: 0.032600118018140   6: 0.032586535482419   2: 0.032585253285925   7: 0.032584830773873   8: 0.032584799129256   9: 0.032584787386859   3: 0.032584628332307 

test_19050        0: 0.852547759838839   5: 0.027743285787143   1: 0.014995531986929   6: 0.014985059135402   4: 0.014959215018922   9: 0.014955323082891   8: 0.014954661080784   3: 0.014953273894883   7: 0.014952972968854   2: 0.014952917205353 

test_19053        5: 0.805618075300762   6: 0.021621467086071   9: 0.021617755694683   1: 0.021597040141172   4: 0.021593140921403   7: 0.021591627587278   8: 0.021591296298978   3: 0.021589996348229   2: 0.021589979564842   0: 0.021589621056583 

test_19055        6: 0.464394320054556   8: 0.387255382600563   9: 0.036800735013530   5: 0.015943509223663   0: 0.015940328848205   1: 0.015940100463381   3: 0.015933818655406   7: 0.015930947160767   4: 0.015930441534220   2: 0.015930416445709 

test_19057        6: 0.674437889516499   5: 0.154621448139563   8: 0.046547104862955   0: 0.017774915464991   1: 0.017771261777664   2: 0.017769827063020   7: 0.017769711626513   9: 0.017769419933094   4: 0.017769234643475   3: 0.017769186972225 

test_19059        6: 0.746189718972100   3: 0.069164566224305   0: 0.061287159905508   8: 0.017631253849541   9: 0.017622416296923   1: 0.017621548488533   5: 0.017621414717550   2: 0.017620914038728   7: 0.017620855262763   4: 0.017620152244049 

test_19061        6: 0.515462593721476   0: 0.343742524511643   3: 0.030060270989629   1: 0.028199084200454   5: 0.013756814719371   9: 0.013756112257838   7: 0.013755769479358   8: 0.013755750266588   4: 0.013755550226040   2: 0.013755529627602 

test_19062        6: 0.625447171828888   0: 0.151550232795007   8: 0.110873822181206   3: 0.016023963461561   5: 0.016018547728613   9: 0.016017820778892   7: 0.016017702553961   1: 0.016017153891845   4: 0.016016904923858   2: 0.016016679856171 

test_19065        6: 0.549563676193745   7: 0.172345211837705   3: 0.164068482014223   0: 0.032413970254352   5: 0.013659377851237   9: 0.013646139284335   8: 0.013582528262155   1: 0.013576640301711   2: 0.013572210692464   4: 0.013571763308073 

test_19069        6: 0.523999682075900   7: 0.211908500196354   1: 0.101908504089332   0: 0.045620409513054   2: 0.041363783929522   5: 0.015063847403995   8: 0.015042737374923   9: 0.015031372136413   3: 0.015030667295624   4: 0.015030495984885 

test_19073        1: 0.539848648731617   6: 0.322492525521313   2: 0.017256072812030   5: 0.017205028801056   0: 0.017201264917908   4: 0.017200844696030   7: 0.017199609960699   9: 0.017199066603428   8: 0.017198900293740   3: 0.017198037662179 

test_19075        6: 0.692032613054539   5: 0.175634632192069   0: 0.046027671945260   9: 0.012332515549429   1: 0.012329172333364   8: 0.012329046016155   4: 0.012328795837730   7: 0.012328732996652   2: 0.012328430722766   3: 0.012328389352036 

test_19077        6: 0.724249192410741   7: 0.085681417472886   8: 0.067691195293530   5: 0.017486974677621   3: 0.017485917970121   9: 0.017482326952269   0: 0.017481281117376   1: 0.017480765567538   4: 0.017480500483268   2: 0.017480428054649 

test_19079        6: 0.731862697038412   9: 0.029794764283669   0: 0.029793334203520   1: 0.029793245629929   7: 0.029793069748067   8: 0.029793019526572   5: 0.029792813226098   2: 0.029792573839379   3: 0.029792432346013   4: 0.029792050158341 

test_19081        6: 0.776303443202886   5: 0.024859909754079   9: 0.024856332959478   0: 0.024854878489964   3: 0.024854552741247   1: 0.024854512947462   8: 0.024854500203409   7: 0.024854372262604   2: 0.024853939977514   4: 0.024853557461357 

test_19082        6: 0.796263576171914   2: 0.058268969092666   0: 0.018289160668550   1: 0.018257614904174   5: 0.018155369132711   8: 0.018153933641930   9: 0.018153475422858   7: 0.018152940131171   3: 0.018152795032366   4: 0.018152165801661 

test_19083        9: 0.453340417224921   6: 0.412792944028906   0: 0.031116039160528   1: 0.014735401277286   7: 0.014727140166102   5: 0.014682310291232   3: 0.014653294566925   2: 0.014652202213871   8: 0.014650696456799   4: 0.014649554613430 

test_19087        0: 0.863032478731799   1: 0.031088166270351   9: 0.013257609673499   6: 0.013239939158237   8: 0.013237468137189   5: 0.013231521253126   4: 0.013228785215219   3: 0.013228638642305   2: 0.013227739994997   7: 0.013227652923278 

test_19088        6: 0.537370426517455   7: 0.210063958385908   2: 0.120343408214283   5: 0.018889917494998   0: 0.018889476241385   1: 0.018889083613934   8: 0.018889064660804   4: 0.018888524589756   9: 0.018888494121149   3: 0.018887646160329 

test_19092        6: 0.865986956048388   5: 0.014891046424826   0: 0.014890414938216   1: 0.014890410553500   9: 0.014890308840205   8: 0.014890264651239   2: 0.014890256742821   3: 0.014890215626272   7: 0.014890172832822   4: 0.014889953341711 

test_19097        6: 0.601188503981691   3: 0.267406696095575   1: 0.016439737681649   5: 0.016428101031580   0: 0.016426025258639   8: 0.016422526534472   7: 0.016422448795565   4: 0.016422003442312   2: 0.016421999203496   9: 0.016421957975022 

test_19101        6: 0.467341862112568   5: 0.255399702285964   0: 0.108533376675316   3: 0.064793653118819   7: 0.029996088939812   9: 0.014790671462199   1: 0.014788774875314   8: 0.014785618652617   4: 0.014785153397315   2: 0.014785098480076 

test_19110        6: 0.594954054911479   9: 0.307937390873155   1: 0.012420989800318   0: 0.012141270452488   3: 0.012091438941483   2: 0.012091390006427   5: 0.012091319745608   8: 0.012090798066532   7: 0.012090759509754   4: 0.012090587692757 

test_19113        0: 0.820821917702365   9: 0.019958758836711   8: 0.019912258031117   1: 0.019907803231976   6: 0.019905625299609   5: 0.019904097496597   4: 0.019899004483778   2: 0.019897147204536   3: 0.019896699719367   7: 0.019896687993945 

test_19118        8: 0.392910806931284   3: 0.351053877304256   1: 0.032018170274719   0: 0.032010263209753   5: 0.032008966980005   6: 0.032008151026797   4: 0.032001561970133   2: 0.031997590736303   9: 0.031996130556398   7: 0.031994481010352 

test_19121        6: 0.755877960122149   9: 0.027130617562984   8: 0.027129166462734   0: 0.027125019523448   7: 0.027123692931936   1: 0.027123673039342   4: 0.027122637062051   2: 0.027122540505750   5: 0.027122434517279   3: 0.027122258272325 

test_19122        6: 0.560944453643582   2: 0.284971796978651   5: 0.019313386419890   7: 0.019286774502705   8: 0.019249823333797   9: 0.019249670669362   3: 0.019246878662532   0: 0.019246366346269   1: 0.019246191557348   4: 0.019244657885864 

test_19127        1: 0.512572416355566   3: 0.293537289759572   6: 0.072831604748295   8: 0.017309978638253   5: 0.017300139747903   0: 0.017294507119230   7: 0.017290045088869   4: 0.017289025505138   9: 0.017288479199653   2: 0.017286513837520 

test_19128        6: 0.642240033229678   0: 0.257460374380077   1: 0.012559386272047   9: 0.012538780679530   5: 0.012534104847833   2: 0.012533731511069   3: 0.012533534715094   4: 0.012533512435557   8: 0.012533311545453   7: 0.012533230383662 

test_19136        8: 0.325516029973505   0: 0.297203832856427   1: 0.257279408033258   6: 0.017189369481115   5: 0.017162104785568   9: 0.017152814940900   4: 0.017127925717266   2: 0.017124971342592   7: 0.017123051388550   3: 0.017120491480818 

test_19137        8: 0.417932957290621   6: 0.392851469466771   5: 0.023663676535802   1: 0.023657862346406   0: 0.023654967525527   4: 0.023653522363975   2: 0.023647080423491   7: 0.023647057854342   9: 0.023645995497306   3: 0.023645410695760 

test_19142        4: 0.688680271226158   9: 0.113418095089379   5: 0.024748891055104   6: 0.024736530594071   3: 0.024736525830329   8: 0.024736438251420   1: 0.024736093361828   0: 0.024736021124042   2: 0.024735580163679   7: 0.024735553303990 

test_19152        0: 0.603758223757592   6: 0.208075984601991   4: 0.023591866608710   8: 0.023528722867633   5: 0.023514768757786   2: 0.023509879864764   9: 0.023508602510099   1: 0.023506343650063   3: 0.023502821769556   7: 0.023502785611807 

test_19155        9: 0.423924584928867   5: 0.368014417183479   6: 0.086817750032692   1: 0.017360979257387   0: 0.017320618119088   3: 0.017315349750232   7: 0.017312260230619   8: 0.017311550958696   4: 0.017311518146819   2: 0.017310971392121 

test_19159        4: 0.636543527799491   6: 0.165722733891087   7: 0.048154186998912   0: 0.021377202321175   1: 0.021374333192551   9: 0.021373313341972   5: 0.021371191373278   2: 0.021361426079477   8: 0.021361173174798   3: 0.021360911827259 

test_19163        6: 0.697022520916830   9: 0.177764752818454   0: 0.015656339688654   4: 0.015655585331428   8: 0.015652037133292   1: 0.015651695974845   5: 0.015649509367766   2: 0.015649243302921   3: 0.015649173071810   7: 0.015649142394001 

test_19165        6: 0.644996462945251   0: 0.195297426760989   8: 0.073949313261279   1: 0.012251887738599   9: 0.012251119836437   5: 0.012250837278156   7: 0.012250837066705   3: 0.012250737709714   2: 0.012250697322339   4: 0.012250680080529 

test_19167        6: 0.668561433985737   5: 0.189313752279661   1: 0.061624341809658   9: 0.011524027877844   0: 0.011508644688964   8: 0.011494139736081   7: 0.011493557784697   3: 0.011493390230587   2: 0.011493355856206   4: 0.011493355750565 

test_19169        6: 0.873909102693652   8: 0.014011232920013   0: 0.014010810826425   1: 0.014010553220566   7: 0.014010094089425   9: 0.014009767951551   2: 0.014009670710133   5: 0.014009642261746   4: 0.014009616581858   3: 0.014009508744631 

test_19170        5: 0.782666086222493   4: 0.024152188011757   6: 0.024148152967130   0: 0.024148106632866   1: 0.024147905283428   8: 0.024147849843778   3: 0.024147523649937   7: 0.024147490655402   2: 0.024147373788012   9: 0.024147322945195 

test_19171        5: 0.782666163277412   4: 0.024152111315129   6: 0.024148152898861   0: 0.024148106567112   1: 0.024147905228545   8: 0.024147849791898   3: 0.024147523615488   7: 0.024147490622690   2: 0.024147373761506   9: 0.024147322921359 

test_19174        5: 0.441890016890575   2: 0.359085773052902   4: 0.024881000575345   6: 0.024878866429915   9: 0.024877823788446   8: 0.024877817861124   7: 0.024877398471663   1: 0.024877246495934   0: 0.024877224696239   3: 0.024876831737857 

test_19178        5: 0.564818690017622   1: 0.275108753024677   4: 0.020014403290131   8: 0.020008925548616   0: 0.020008674475873   6: 0.020008479768621   7: 0.020008109562566   3: 0.020008008653702   9: 0.020008007753800   2: 0.020007947904394 

test_19180        5: 0.814532980902511   0: 0.020616295099070   6: 0.020614032885970   1: 0.020610320129030   8: 0.020605926802754   9: 0.020604912299141   4: 0.020604192496748   7: 0.020604059575688   2: 0.020603802163974   3: 0.020603477645115 

test_19181        1: 0.784110167626298   0: 0.085008331600342   3: 0.016368801079958   8: 0.016365311596847   6: 0.016360956795349   5: 0.016360003651955   4: 0.016357113378329   7: 0.016357028118105   9: 0.016356317342223   2: 0.016355968810594 

test_19182        2: 0.583469429170481   1: 0.209662139414571   6: 0.025865663485373   9: 0.025859032719240   5: 0.025858702279316   7: 0.025857636407006   8: 0.025857378698724   3: 0.025857358661953   0: 0.025856829307955   4: 0.025855829855382 

test_19191        6: 0.514061374430500   1: 0.354578172315853   0: 0.034891092601350   8: 0.021560301611090   5: 0.013051474981261   4: 0.012568830555870   9: 0.012468486826574   2: 0.012278647687453   7: 0.012271368655772   3: 0.012270250334277 

test_19193        2: 0.324320749202612   6: 0.299866830422671   1: 0.189571977657815   3: 0.067161929200367   5: 0.019852275407980   4: 0.019846042595798   9: 0.019845814538962   0: 0.019844804628293   8: 0.019844793396731   7: 0.019844782948770 

test_19198        6: 0.693431020010538   3: 0.144566783395675   5: 0.020254758821968   8: 0.020251338603417   0: 0.020250990536543   9: 0.020249965797157   1: 0.020249663827938   4: 0.020248909474935   7: 0.020248579563213   2: 0.020247989968618 

test_19199        6: 0.446345352016353   1: 0.416824113534403   8: 0.029404689587831   3: 0.015389756807854   0: 0.015339774349343   9: 0.015339575361994   7: 0.015339492487463   5: 0.015339193430355   2: 0.015339119122111   4: 0.015338933302293 

test_19201        8: 0.513377502609382   6: 0.316952380051858   7: 0.042761502013612   9: 0.037765859291525   0: 0.014867359360818   1: 0.014856963870085   5: 0.014856555876077   4: 0.014854286041824   2: 0.014853864185519   3: 0.014853726699301 

test_19202        3: 0.420194529524671   6: 0.349509166528172   5: 0.028793034819509   1: 0.028791381396012   0: 0.028791036445341   4: 0.028785967775428   2: 0.028784174676384   9: 0.028784012752383   8: 0.028783803155761   7: 0.028782892926338 

test_19208        3: 0.585623190018081   6: 0.264252187790174   8: 0.018821958124817   0: 0.018792731049984   1: 0.018774072349349   4: 0.018753485332061   9: 0.018753349085013   5: 0.018752687226921   7: 0.018738847537504   2: 0.018737491486095 

test_19213        6: 0.616585518790545   7: 0.216812874420572   5: 0.020826944021898   0: 0.020825851469084   1: 0.020825230265405   4: 0.020825204743062   8: 0.020824878156227   9: 0.020824831358899   2: 0.020824353736077   3: 0.020824313038230 

test_19223        7: 0.443301606830160   6: 0.226053280655610   1: 0.188280145230546   4: 0.030981614200073   9: 0.026857996315719   2: 0.016921290476727   0: 0.016904807355180   5: 0.016902344360356   8: 0.016899010970509   3: 0.016897903605120 

test_19229        8: 0.481324609373836   7: 0.253067085315959   5: 0.033205818397268   0: 0.033201445232502   6: 0.033201089780014   1: 0.033201031543367   9: 0.033200586186428   3: 0.033200352531040   4: 0.033199339210836   2: 0.033198642428750 

test_19237        8: 0.648380635238040   7: 0.198820760018462   6: 0.019115173641844   0: 0.019109622733942   1: 0.019105982605451   5: 0.019097485886042   9: 0.019093698913047   2: 0.019092404130916   3: 0.019092239589332   4: 0.019091997242924 

test_19238        6: 0.867050454985197   8: 0.014781888192217   1: 0.014773521072613   2: 0.014770985641998   0: 0.014770775879708   7: 0.014770660270076   9: 0.014770594225008   3: 0.014770488767234   5: 0.014770402972721   4: 0.014770227993229 

test_19240        0: 0.720597505242533   1: 0.031058140510070   6: 0.031049505548888   5: 0.031045571784411   2: 0.031042489389620   4: 0.031041872174925   7: 0.031041424884055   8: 0.031041267202454   9: 0.031041203992243   3: 0.031041019270800 

test_19241        0: 0.590333693048103   1: 0.224967046326856   8: 0.049919694757896   6: 0.044951025057378   9: 0.019062850431554   5: 0.014157408473544   7: 0.014152831093223   4: 0.014152488787299   3: 0.014151577801181   2: 0.014151384222966 

test_19254        5: 0.697091743434267   6: 0.125466649046520   9: 0.022190673023672   8: 0.022181748610761   4: 0.022181547161956   0: 0.022178122681153   1: 0.022177536662266   3: 0.022177346710624   2: 0.022177328787185   7: 0.022177303881595 

test_19255        1: 0.510052008351547   6: 0.247758632563051   0: 0.126960658213791   3: 0.028697962845283   5: 0.014423712162458   9: 0.014422529076674   8: 0.014421467282421   2: 0.014421062827387   7: 0.014421057101627   4: 0.014420909575759 

test_19256        0: 0.821734218825260   7: 0.019812199573250   5: 0.019812183216486   4: 0.019811194445699   1: 0.019807336923986   6: 0.019806663113910   3: 0.019804645378994   8: 0.019804304517645   2: 0.019803651544325   9: 0.019803602460445 

test_19258        6: 0.395530038331715   5: 0.352338568167768   3: 0.088294293378426   1: 0.023410413930385   0: 0.023407241729062   4: 0.023405620503867   2: 0.023403953044180   7: 0.023403326068528   8: 0.023403288931548   9: 0.023403255914520 

test_19262        6: 0.446899203141514   0: 0.438832817635877   5: 0.014321200646416   2: 0.014294779576384   1: 0.014279420855169   7: 0.014275055081723   9: 0.014275035296207   3: 0.014274482829942   8: 0.014274046279778   4: 0.014273958656990 

test_19263        5: 0.314447997685514   6: 0.270107700354260   0: 0.193232426279603   1: 0.125356785344928   9: 0.016143389051831   2: 0.016143014310722   8: 0.016142594987671   7: 0.016142225570605   3: 0.016141980757462   4: 0.016141885657405 

test_19267        5: 0.708907906505136   6: 0.098035306184548   4: 0.024139822219863   8: 0.024131460637704   0: 0.024131058390673   2: 0.024130988170301   1: 0.024130912230216   3: 0.024130882109041   9: 0.024130843879202   7: 0.024130819673317 

test_19269        0: 0.477316587719233   6: 0.379035862023831   1: 0.017957373360877   5: 0.017956441423390   9: 0.017955794102523   4: 0.017955777145354   8: 0.017955684628768   7: 0.017955588659035   2: 0.017955482227261   3: 0.017955408709727 

test_19270        1: 0.487162127145093   8: 0.280833031217362   0: 0.072913647076961   9: 0.022830787773815   5: 0.022719249266152   6: 0.022710667785396   3: 0.022708479495142   4: 0.022708168065269   2: 0.022707287127204   7: 0.022706555047607 

test_19271        5: 0.731130674577148   6: 0.103253999201018   0: 0.020704944361889   1: 0.020703665712696   2: 0.020701610799501   4: 0.020701573910774   8: 0.020701003385067   7: 0.020700897430115   9: 0.020700883804765   3: 0.020700746817026 

test_19272        6: 0.339650122521580   0: 0.202867288719419   3: 0.164371796448982   5: 0.143503887129103   1: 0.043107764079135   8: 0.040152550742024   2: 0.016591755879535   9: 0.016586545213614   4: 0.016584533337197   7: 0.016583755929411 

test_19273        6: 0.468079025163914   4: 0.362430901457908   1: 0.065902081662290   9: 0.025752193224800   7: 0.012983038403118   0: 0.012976052810506   5: 0.012975924224527   8: 0.012967874362573   3: 0.012966811796120   2: 0.012966096894244 

test_19275        0: 0.591974857058831   6: 0.292499590403029   7: 0.014449874267859   1: 0.014439947330446   8: 0.014439738568042   4: 0.014439383043524   9: 0.014439260495978   5: 0.014439234534007   2: 0.014439075205435   3: 0.014439039092848 

test_19277        6: 0.476534688452251   7: 0.253915516147615   3: 0.109755851394545   5: 0.022847577800661   1: 0.022826063016187   8: 0.022825159554727   2: 0.022824223463928   0: 0.022824030348566   9: 0.022823652619409   4: 0.022823237202111 

test_19280        1: 0.833277996124082   5: 0.018539048114240   6: 0.018527788110451   7: 0.018526306641727   0: 0.018525123520207   2: 0.018524867620390   4: 0.018520396945372   3: 0.018519850988777   9: 0.018519431479582   8: 0.018519190455172 

test_19281        5: 0.515428191121703   8: 0.242480552796659   1: 0.030271115652298   0: 0.030263919003674   6: 0.030263506419767   4: 0.030262532860957   9: 0.030258225819959   3: 0.030257646247184   2: 0.030257485250312   7: 0.030256824827487 

test_19283        0: 0.704991792363871   1: 0.106529057218583   6: 0.071719773103209   2: 0.016685929418363   5: 0.016681534865271   4: 0.016679885007594   9: 0.016678121384822   7: 0.016678023830417   8: 0.016677986160359   3: 0.016677896647511 

test_19284        8: 0.767262956369750   6: 0.025869998174745   9: 0.025863177037197   7: 0.025859773451042   5: 0.025859172053378   1: 0.025858802667809   0: 0.025856849084364   2: 0.025856568751337   4: 0.025856516105727   3: 0.025856186304650 

test_19285        6: 0.700163251086986   9: 0.141264256171935   0: 0.073111318355289   1: 0.031973137938234   7: 0.009736704873319   3: 0.008911647653789   5: 0.008712760863464   2: 0.008709155455236   4: 0.008708988476272   8: 0.008708779125476 

test_19286        4: 0.421189170129762   6: 0.386759564053774   1: 0.062965984983342   7: 0.018702228004104   8: 0.018470194738831   0: 0.018462711184838   9: 0.018436820930724   5: 0.018339090223978   2: 0.018337164651860   3: 0.018337071098787 

test_19290        0: 0.843904133706349   9: 0.017354183308461   6: 0.017350085174918   8: 0.017346600502531   1: 0.017342564182917   7: 0.017342131068722   5: 0.017340839853175   4: 0.017340376250190   3: 0.017340239712370   2: 0.017338846240368 

test_19291        2: 0.395665345146443   6: 0.311312227530966   0: 0.181832282481554   5: 0.015887133278969   4: 0.015885883106432   1: 0.015884214039864   9: 0.015883578106363   8: 0.015883480847044   7: 0.015883354290973   3: 0.015882501171391 

test_19293        6: 0.833473547381467   1: 0.018639405948611   8: 0.018506354012481   5: 0.018485074471057   0: 0.018483726340034   9: 0.018483095827621   7: 0.018482295253790   4: 0.018482253697481   3: 0.018482177301574   2: 0.018482069765886 

test_19294        6: 0.870336351565581   5: 0.014411943697364   4: 0.014408336835992   8: 0.014408328561963   9: 0.014407924729051   1: 0.014406547370587   0: 0.014406241873553   7: 0.014405096793177   2: 0.014404739885238   3: 0.014404488687494 

test_19295        6: 0.856321178044219   5: 0.037037906203624   4: 0.013331030727779   7: 0.013330851648978   0: 0.013330489421874   1: 0.013330008433483   8: 0.013329963057292   9: 0.013329730276695   3: 0.013329473856103   2: 0.013329368329953 

test_19297        1: 0.810464209232145   5: 0.021066351808490   6: 0.021064258221594   0: 0.021062575064399   4: 0.021060387309094   7: 0.021056954749704   2: 0.021056658697271   9: 0.021056565922796   8: 0.021056136712966   3: 0.021055902281541 

test_19304        5: 0.667388741176788   2: 0.131546000529906   4: 0.025142080483741   8: 0.025132350304374   1: 0.025132011355357   9: 0.025131963062562   0: 0.025131919597682   6: 0.025131706210711   3: 0.025131685710678   7: 0.025131541568200 

test_19307        0: 0.816048611947828   5: 0.020446791940477   6: 0.020444716421031   8: 0.020439682184453   4: 0.020438492712363   1: 0.020438263921485   2: 0.020436637568750   9: 0.020436586708646   7: 0.020435136501229   3: 0.020435080093738 

test_19308        5: 0.485940806295095   8: 0.301487149670060   0: 0.026576670276999   4: 0.026574360348117   1: 0.026570316761694   2: 0.026570227353468   6: 0.026570199916215   3: 0.026570198031052   7: 0.026570081064505   9: 0.026569990282794 

test_19312        6: 0.415054262835710   5: 0.293913849182308   8: 0.140843383082378   1: 0.021460086788508   0: 0.021456075850557   2: 0.021455530853292   4: 0.021454888963198   7: 0.021454290517023   9: 0.021454039061052   3: 0.021453592865974 

test_19318        6: 0.546358343047493   3: 0.182571451334083   1: 0.160008437134472   8: 0.026494747121403   7: 0.018481834995390   0: 0.013501346307835   5: 0.013146430652366   9: 0.013145905410995   2: 0.013145874060329   4: 0.013145629935634 

test_19322        6: 0.623901007740390   0: 0.227584833062188   7: 0.018565636696993   5: 0.018565371792495   1: 0.018564502183929   8: 0.018564219555567   4: 0.018563651270101   9: 0.018563630076343   2: 0.018563585695640   3: 0.018563561926353 

test_19325        1: 0.714690426596331   8: 0.160203111518964   0: 0.015645444026651   5: 0.015645297060963   6: 0.015638510900068   4: 0.015636606931671   9: 0.015635295732310   3: 0.015635182868563   2: 0.015635163168500   7: 0.015634961195979 

test_19327        2: 0.418064642544759   6: 0.355075881779042   1: 0.028365275912139   0: 0.028361596422827   5: 0.028357632329002   9: 0.028355798732418   4: 0.028354959111069   7: 0.028354934413502   8: 0.028354816882940   3: 0.028354461872302 

test_19329        0: 0.569663622904725   9: 0.242057443797773   5: 0.023541003874586   6: 0.023537979870087   7: 0.023535769374668   2: 0.023534826470265   1: 0.023533452589032   8: 0.023532243656932   4: 0.023532043533765   3: 0.023531613928167 

test_19331        3: 0.464399980125169   6: 0.361750861568234   0: 0.021736161841986   1: 0.021734961714911   5: 0.021734568866188   4: 0.021730078005164   2: 0.021729190714175   9: 0.021728116829280   7: 0.021728099234458   8: 0.021727981100435 

test_19334        6: 0.469927190688652   2: 0.387774216294749   8: 0.017869339640543   0: 0.017791517856302   5: 0.017775631262472   1: 0.017774815304162   9: 0.017773701364105   7: 0.017772995787074   4: 0.017771910854044   3: 0.017768680947897 

test_19341        2: 0.500925554731132   1: 0.351747822908660   0: 0.018443683914496   6: 0.018438613628914   3: 0.018412641971954   5: 0.018409183175051   9: 0.018407890135172   7: 0.018405111601189   4: 0.018404767872638   8: 0.018404730060795 

test_19343        4: 0.505116687375199   1: 0.343539274100709   6: 0.018927921110082   0: 0.018924720583416   5: 0.018922391481585   9: 0.018915371886971   8: 0.018915034409522   7: 0.018913104977541   2: 0.018912799917958   3: 0.018912694157016 

test_19344        6: 0.787927860831125   5: 0.052600073447400   0: 0.019941213086490   1: 0.019937693479129   8: 0.019934961337836   9: 0.019933425148229   4: 0.019932613866893   2: 0.019931396075259   3: 0.019930639411099   7: 0.019930123316540 

test_19351        1: 0.498929706916659   0: 0.370718245965409   6: 0.016298201945486   5: 0.016295397425655   9: 0.016293772535797   8: 0.016293572026378   4: 0.016293240590335   7: 0.016292669887444   2: 0.016292606821734   3: 0.016292585885102 

test_19352        1: 0.500822433736759   4: 0.264674608912120   2: 0.029327203388185   0: 0.029314185469085   6: 0.029313775188642   5: 0.029311550365079   9: 0.029309423353720   7: 0.029309133430005   3: 0.029308905681385   8: 0.029308780475019 

test_19356        0: 0.482753625983781   1: 0.249631406305252   6: 0.033456662643342   9: 0.033451934024583   8: 0.033451306227882   5: 0.033451301849486   7: 0.033451133923116   2: 0.033451058710222   3: 0.033450826380778   4: 0.033450743951558 

test_19357        4: 0.801720821480855   6: 0.022051115494711   5: 0.022046151332556   0: 0.022026183136957   8: 0.022026056905316   3: 0.022026030708443   9: 0.022025968392901   2: 0.022025960777746   1: 0.022025857774682   7: 0.022025853995834 

test_19358        6: 0.773906623621420   8: 0.025127267755926   5: 0.025123937787381   1: 0.025123134690700   0: 0.025121546360952   7: 0.025119940742785   3: 0.025119521454869   9: 0.025119391133540   2: 0.025119373402492   4: 0.025119263049936 

test_19359        6: 0.448283926759914   3: 0.305933881354255   4: 0.084872828250067   0: 0.022991124286399   1: 0.022991004637361   5: 0.022988306824480   9: 0.022987982473583   2: 0.022984951019537   8: 0.022983073929415   7: 0.022982920464989 

test_19360        2: 0.521672295941412   1: 0.321584323901064   0: 0.019656400719522   4: 0.019603392650194   5: 0.019593449405291   6: 0.019584287195824   9: 0.019580625030307   8: 0.019575107086904   7: 0.019575092250494   3: 0.019575025818988 

test_19364        6: 0.544315238075062   1: 0.303269034280542   0: 0.019076461646717   5: 0.019049652714173   2: 0.019048378930098   8: 0.019048364512502   4: 0.019048291561230   7: 0.019048268497228   9: 0.019048245394322   3: 0.019048064388125 

test_19365        4: 0.737941722746678   5: 0.029134181836333   3: 0.029116204642285   1: 0.029116045273573   6: 0.029115966125083   8: 0.029115791290872   9: 0.029115655530378   0: 0.029115397549470   7: 0.029114584807908   2: 0.029114450197420 

test_19367        6: 0.887128754335972   7: 0.019855885141332   9: 0.016873907717521   0: 0.011036583420128   4: 0.010921388666557   5: 0.010888270757070   3: 0.010866451918373   8: 0.010816595561734   1: 0.010810338920942   2: 0.010801823560370 

test_19368        5: 0.680749221933207   6: 0.147397987271931   9: 0.021490328881590   1: 0.021488175417247   0: 0.021482597370581   8: 0.021479056196681   2: 0.021478857458919   7: 0.021478276981145   4: 0.021477984615374   3: 0.021477513873325 

test_19369        5: 0.665154832110489   0: 0.142903599075740   4: 0.023997007268506   3: 0.023994027927411   6: 0.023991881666687   8: 0.023991812227212   2: 0.023991733761367   7: 0.023991729009035   1: 0.023991707833956   9: 0.023991669119597 

