Corpus Type: tfidf
Topic Count: 10

test_14826       0: 0.089762600406294  1: 0.141413697284777  2: 0.007493029069156  3: 0.007493239709685  4: 0.007496317648533  5: 0.007512142320442  6: 0.716346760342798  7: 0.007493545316433  8: 0.007494777518466  9: 0.007493890383417 

training_10399   0: 0.030275578420887  1: 0.030288589259803  2: 0.030263834611947  3: 0.030269356932746  4: 0.030264886135173  5: 0.030274127466961  6: 0.030271234162990  7: 0.727557577860337  8: 0.030264242640638  9: 0.030270572508517 

training_104     0: 0.016195815597446  1: 0.016184538023953  2: 0.016185600459920  3: 0.016183858451568  4: 0.016187631069978  5: 0.497825865595300  6: 0.372681490083335  7: 0.016185019104618  8: 0.016185690135082  9: 0.016184491478800 

training_1040    0: 0.019648292809325  1: 0.019639928780283  2: 0.019639120782265  3: 0.060969344367666  4: 0.019639622414541  5: 0.019640903318301  6: 0.581797697712856  7: 0.219745301889356  8: 0.019639706327501  9: 0.019640081597907 

training_10401   0: 0.036539297013326  1: 0.036538821027560  2: 0.036540893744197  3: 0.036541764642348  4: 0.036577704577046  5: 0.139795530447304  6: 0.036538619044147  7: 0.036540045127313  8: 0.036540920253432  9: 0.567846404123326 

training_10402   0: 0.023064798684196  1: 0.023064116036012  2: 0.023063606069361  3: 0.171497520675618  4: 0.023064526867981  5: 0.643990857371581  6: 0.023064131771486  7: 0.023063545378891  8: 0.023063528546438  9: 0.023063368598437 

training_10403   0: 0.092617498194676  1: 0.100062193077588  2: 0.012330622156850  3: 0.012350405656925  4: 0.012327913703464  5: 0.012332987950115  6: 0.720486786191055  7: 0.012328050457013  8: 0.012397431701640  9: 0.012766110910673 

training_10404   0: 0.017708496068385  1: 0.526527102503045  2: 0.017574962034253  3: 0.017574837481332  4: 0.017646433261414  5: 0.047193008883552  6: 0.017585987646969  7: 0.303037876741051  8: 0.017574798065154  9: 0.017576497314845 

training_10406   0: 0.118499287819410  1: 0.011627840449142  2: 0.058122623892811  3: 0.011627936651398  4: 0.011638509953310  5: 0.011629048671998  6: 0.708962242501474  7: 0.021796198246430  8: 0.011634477857536  9: 0.034461833956491 

training_10411   0: 0.018659886341923  1: 0.018659853108817  2: 0.018659787569900  3: 0.018659779243330  4: 0.018662583275194  5: 0.617959093002160  6: 0.018660256772088  7: 0.073965892993075  8: 0.018660060948234  9: 0.177452806745278 

training_10412   0: 0.303875926369466  1: 0.037691800878146  2: 0.037687693487073  3: 0.037686854474363  4: 0.394581314260283  5: 0.037691230434832  6: 0.037708437072771  7: 0.037689029352121  8: 0.037692998560886  9: 0.037694715110059 

training_10414   0: 0.567724625610881  1: 0.017109894670838  2: 0.017108077869829  3: 0.017107610492535  4: 0.017117072999889  5: 0.167266095875159  6: 0.070515994955542  7: 0.017107956291041  8: 0.017109097403213  9: 0.091833573831073 

training_10416   0: 0.021089143457909  1: 0.021092632385950  2: 0.021093690948232  3: 0.021133989657532  4: 0.021087700922382  5: 0.021091832618481  6: 0.045481645061697  7: 0.021087228448224  8: 0.021108975386162  9: 0.785733161113431 

training_10418   0: 0.015577875157191  1: 0.043274641440956  2: 0.077422149826742  3: 0.015575333556309  4: 0.015575424595313  5: 0.015575961389732  6: 0.770270336196973  7: 0.015575790764976  8: 0.015576473728491  9: 0.015576013343317 

training_10419   0: 0.021536631306409  1: 0.021535911859686  2: 0.021527678099597  3: 0.488506674736853  4: 0.021518360301712  5: 0.339267881471731  6: 0.021559045897933  7: 0.021514979882685  8: 0.021515256730166  9: 0.021517579713229 

training_10423   0: 0.035811122122606  1: 0.018844629836981  2: 0.018852619441500  3: 0.416817439390883  4: 0.018846588823444  5: 0.018852047377691  6: 0.414837875457638  7: 0.018836381425312  8: 0.019464960249759  9: 0.018836335874186 

training_10427   0: 0.024186254613299  1: 0.024186192437746  2: 0.024188239317675  3: 0.024185728054817  4: 0.735477458249537  5: 0.024188676899621  6: 0.024187042941704  7: 0.071023597394604  8: 0.024185682303139  9: 0.024191127787858 

training_10429   0: 0.025724679385418  1: 0.025725854994103  2: 0.025712111873539  3: 0.521338636837415  4: 0.025716522140725  5: 0.025724590420319  6: 0.226753433285943  7: 0.025712795604584  8: 0.071878808337103  9: 0.025712567120852 

training_10430   0: 0.051295008346647  1: 0.016222377426046  2: 0.054592435792368  3: 0.016221685115425  4: 0.016223796991007  5: 0.586046480239365  6: 0.016228782436351  7: 0.210725655964095  8: 0.016221865511215  9: 0.016221912177481 

training_10431   0: 0.028315839896922  1: 0.028315893302829  2: 0.028315941055248  3: 0.028315996226365  4: 0.028319354728999  5: 0.745139691050104  6: 0.028315728521298  7: 0.028315875393646  8: 0.028329649476361  9: 0.028316030348228 

training_10432   0: 0.019492103036851  1: 0.407789945368749  2: 0.019490213584223  3: 0.019489582311361  4: 0.019489740046031  5: 0.436284601516639  6: 0.019492234975182  7: 0.019489587607917  8: 0.019492348973319  9: 0.019489642579728 

training_10434   0: 0.015867238941437  1: 0.015858796773513  2: 0.015857697257143  3: 0.015861584001801  4: 0.015893753407629  5: 0.561825069560840  6: 0.160939794240097  7: 0.015858799423828  8: 0.015858097905894  9: 0.166179168487818 

training_10435   0: 0.184553206798521  1: 0.017252064998270  2: 0.017254108812486  3: 0.017246935537285  4: 0.131090071131303  5: 0.218431045463097  6: 0.362429171831322  7: 0.017248661961121  8: 0.017246873337002  9: 0.017247860129593 

training_10436   0: 0.018385081469092  1: 0.018380698502062  2: 0.018379405245409  3: 0.018380976655802  4: 0.070385900873622  5: 0.601130173799041  6: 0.018387510388635  7: 0.018379639304299  8: 0.199804227925488  9: 0.018386385836551 

training_10439   0: 0.025941532970350  1: 0.025941737300476  2: 0.025942492096457  3: 0.025942435872215  4: 0.337830416277203  5: 0.454636102263791  6: 0.025941668484992  7: 0.025941287740810  8: 0.025941023775805  9: 0.025941303217901 

training_1044    0: 0.056706635856263  1: 0.018987121472383  2: 0.018986325891201  3: 0.416155079366040  4: 0.018992234373374  5: 0.374881808902784  6: 0.038338006030310  7: 0.018982053701194  8: 0.018989261449175  9: 0.018981472957275 

training_10440   0: 0.020791069348301  1: 0.020785464082469  2: 0.020781081135370  3: 0.053160080412528  4: 0.020784357790556  5: 0.277417424543510  6: 0.208418995958521  7: 0.020780713077946  8: 0.336299678124347  9: 0.020781135526452 

training_10442   0: 0.021322624107330  1: 0.021331115865366  2: 0.021314461041374  3: 0.021312333771591  4: 0.678575383451619  5: 0.021319674044186  6: 0.150803310263336  7: 0.021312749729012  8: 0.021391984764637  9: 0.021316362961550 

training_10444   0: 0.293132950389386  1: 0.017013281766134  2: 0.017012666265749  3: 0.017012750201589  4: 0.017014824804580  5: 0.017014879877060  6: 0.540668632955218  7: 0.047104194744782  8: 0.017013047877502  9: 0.017012771118000 

training_10445   0: 0.200451471425705  1: 0.046726728738367  2: 0.010708391887159  3: 0.010765880639082  4: 0.324904767121359  5: 0.010712513268465  6: 0.351132293186162  7: 0.010955548193780  8: 0.022933128896359  9: 0.010709276643562 

training_10446   0: 0.020470293336687  1: 0.164109540824987  2: 0.020441577429614  3: 0.655396936267431  4: 0.020448314944957  5: 0.020461706052815  6: 0.020480032501530  7: 0.020441099516643  8: 0.020493223322483  9: 0.037257275802852 

training_10447   0: 0.020698895343415  1: 0.020688057426732  2: 0.020683798123566  3: 0.020684838844206  4: 0.020686959694849  5: 0.813802622066370  6: 0.020701270653640  7: 0.020684306131547  8: 0.020685197574954  9: 0.020684054140721 

training_10449   0: 0.063736906163722  1: 0.016366019184765  2: 0.016323863088194  3: 0.016323819267007  4: 0.016326351953505  5: 0.016324539176214  6: 0.805611653568911  7: 0.016329372198039  8: 0.016333007742279  9: 0.016324467657364 

training_10452   0: 0.502007202868088  1: 0.065347928643171  2: 0.011901920878188  3: 0.011903215987530  4: 0.011893522777883  5: 0.011894304183851  6: 0.313211455906477  7: 0.011902369099356  8: 0.011891676253293  9: 0.048046403402164 

training_10453   0: 0.023210999208539  1: 0.023216319295309  2: 0.023214873585551  3: 0.422614501549701  4: 0.023207786107414  5: 0.391712075487928  6: 0.023210553095839  7: 0.023203539873299  8: 0.023203864875204  9: 0.023205486921214 

training_10454   0: 0.756146627167410  1: 0.027110281462293  2: 0.027091213749502  3: 0.027092823519464  4: 0.027090753856326  5: 0.027101936035707  6: 0.027094322436891  7: 0.027090764834495  8: 0.027090452843719  9: 0.027090824094192 

training_10455   0: 0.043880022537162  1: 0.125444225364539  2: 0.037015407456033  3: 0.008036840030796  4: 0.008035573811049  5: 0.008052459598721  6: 0.718399101052044  7: 0.008035285464743  8: 0.008236706084470  9: 0.034864378600443 

training_10458   0: 0.024842385028795  1: 0.082481182584203  2: 0.024839980488763  3: 0.024839523254151  4: 0.024840401716517  5: 0.718789204125817  6: 0.024845750630330  7: 0.024839441385840  8: 0.024842372745214  9: 0.024839758040371 

training_10459   0: 0.025962768088313  1: 0.025965552166773  2: 0.025958401141428  3: 0.025957751641984  4: 0.641419992822799  5: 0.150899029182561  6: 0.025962467693323  7: 0.025957841127716  8: 0.025958588942632  9: 0.025957607192469 

training_10462   0: 0.257032187055734  1: 0.610901611843105  2: 0.016494531841627  3: 0.016495126244436  4: 0.016524175825375  5: 0.016555401526411  6: 0.016496909733277  7: 0.016493736508590  8: 0.016500694302702  9: 0.016505625118742 

training_10464   0: 0.017904959563276  1: 0.017903787746294  2: 0.017902185370216  3: 0.017901896624851  4: 0.017902103869031  5: 0.017902938000759  6: 0.017907913071347  7: 0.017902498014560  8: 0.838868306966883  9: 0.017903410772783 

training_10467   0: 0.016706574505559  1: 0.328437227850681  2: 0.016705274206297  3: 0.016704610135445  4: 0.016705364731723  5: 0.016706732369286  6: 0.537920286080452  7: 0.016704451192885  8: 0.016704400612890  9: 0.016705078314783 

training_1047    0: 0.266973987090690  1: 0.013612101765572  2: 0.013610597111821  3: 0.208268419329532  4: 0.013614499102888  5: 0.120672270927103  6: 0.322413312401869  7: 0.013610750425682  8: 0.013611227871160  9: 0.013612833973682 

training_10470   0: 0.013256393792509  1: 0.048304123398531  2: 0.013253808985758  3: 0.013272313228748  4: 0.024799199716488  5: 0.500679726367981  6: 0.346672812291486  7: 0.013252932815438  8: 0.013255759632208  9: 0.013252929770853 

training_10471   0: 0.028261280310286  1: 0.028263262645937  2: 0.028260398560314  3: 0.028259899708126  4: 0.028259818988062  5: 0.028262801112983  6: 0.745649574123145  7: 0.028260003439051  8: 0.028263197200201  9: 0.028259763911895 

training_10472   0: 0.013905555569459  1: 0.013905669720634  2: 0.013905151584972  3: 0.033987462420162  4: 0.013903696603601  5: 0.653434096237395  6: 0.215231521857322  7: 0.013919594057303  8: 0.013903979551812  9: 0.013903272397342 

training_10473   0: 0.021811781724320  1: 0.702824491549856  2: 0.018013753354076  3: 0.018014629528170  4: 0.034409421322711  5: 0.018020845029345  6: 0.132859873403966  7: 0.018013760058827  8: 0.018015699711214  9: 0.018015744317517 

training_10475   0: 0.051366097085492  1: 0.051113017412925  2: 0.018756259877789  3: 0.018755869720815  4: 0.018758368216420  5: 0.018756963872623  6: 0.657449512336604  7: 0.018807024110433  8: 0.127480111511264  9: 0.018756775855635 

training_10478   0: 0.030325462349112  1: 0.030324599641655  2: 0.295643336991299  3: 0.030324991994590  4: 0.030332143346887  5: 0.461731389089312  6: 0.030336921153833  7: 0.030330277665936  8: 0.030325988429015  9: 0.030324889338360 

training_10484   0: 0.024699375237691  1: 0.024699216687450  2: 0.024699169104929  3: 0.777686626013125  4: 0.024702397699253  5: 0.024717021108610  6: 0.024699270733271  7: 0.024698936033632  8: 0.024699227605912  9: 0.024698759776128 

training_10485   0: 0.017053178188595  1: 0.017051160654870  2: 0.017048962359486  3: 0.017048957140909  4: 0.017050072200380  5: 0.017055416867446  6: 0.648428941943435  7: 0.017065483551134  8: 0.017051533725002  9: 0.215146293368741 

training_10487   0: 0.014070901070385  1: 0.026110235674216  2: 0.014035095837153  3: 0.014028493240758  4: 0.014114824388141  5: 0.062931867922526  6: 0.586330182278112  7: 0.014029150928237  8: 0.125835664518297  9: 0.128513584142175 

training_10489   0: 0.088263109220130  1: 0.021185699436221  2: 0.021182349175369  3: 0.021182314052930  4: 0.021182281350157  5: 0.188963502108213  6: 0.574489940916959  7: 0.021185231669544  8: 0.021182761191759  9: 0.021182810878719 

training_1049    0: 0.028127714397741  1: 0.028120687202077  2: 0.028120889763969  3: 0.028120942531765  4: 0.028136619410279  5: 0.142299102676361  6: 0.632692685738949  7: 0.028121986095775  8: 0.028121800347161  9: 0.028137571835923 

training_10491   0: 0.144596082891563  1: 0.028065691411461  2: 0.028086128091694  3: 0.028063520381838  4: 0.028063527928907  5: 0.028069745483220  6: 0.630847517170075  7: 0.028073424049920  8: 0.028070067996899  9: 0.028064294594421 

training_10494   0: 0.163604703518579  1: 0.012472515615309  2: 0.012468628625192  3: 0.012468484816530  4: 0.012468829301134  5: 0.012469700435338  6: 0.680321344400835  7: 0.050529931510870  8: 0.030726903715467  9: 0.012468958060745 

training_10498   0: 0.016863414228441  1: 0.264712257887999  2: 0.016861662221209  3: 0.045724497479738  4: 0.092970528106134  5: 0.495388892566101  6: 0.016867180900560  7: 0.016881553800460  8: 0.016866274667901  9: 0.016863738141456 

training_10499   0: 0.021567311574948  1: 0.021560850614830  2: 0.021559956405743  3: 0.021578684760566  4: 0.021577628938938  5: 0.605045319006771  6: 0.158884674298762  7: 0.085104269417017  8: 0.021560324559908  9: 0.021560980422516 

training_105     0: 0.021707018780947  1: 0.046612830170012  2: 0.021697793939524  3: 0.021593735150840  4: 0.021902268765009  5: 0.021596169063055  6: 0.377585583223722  7: 0.046235614683688  8: 0.391145304305449  9: 0.029923681917754 

training_1050    0: 0.028103020914328  1: 0.028101209422677  2: 0.028101267915411  3: 0.028100909265081  4: 0.028116712220227  5: 0.142613250415778  6: 0.632553436348644  7: 0.028102312951951  8: 0.028102344781813  9: 0.028105535764088 

training_10500   0: 0.030003137417132  1: 0.030001337852047  2: 0.030001641365569  3: 0.030001567954249  4: 0.729972404746650  5: 0.030012787594951  6: 0.030002721494614  7: 0.030001494080876  8: 0.030001523931696  9: 0.030001383562216 

training_10503   0: 0.018168024562999  1: 0.018164502359901  2: 0.064574026905172  3: 0.018162780469110  4: 0.018163036322955  5: 0.018163868946766  6: 0.018167153162217  7: 0.018163166317983  8: 0.790109773385184  9: 0.018163667567713 

training_10505   0: 0.024322708188031  1: 0.024087542770078  2: 0.014329483907100  3: 0.014331669133967  4: 0.014576083103126  5: 0.014328870796521  6: 0.759183499321185  7: 0.014328676478368  8: 0.106106861057796  9: 0.014404605243828 

training_10506   0: 0.117367322194147  1: 0.083417200384986  2: 0.021155413683179  3: 0.021144773234550  4: 0.021146696119731  5: 0.021149742034160  6: 0.651172964750762  7: 0.021149339559031  8: 0.021150848309534  9: 0.021145699729920 

training_10508   0: 0.048800629346331  1: 0.021421914276754  2: 0.257648051429685  3: 0.301931940468852  4: 0.021389303830134  5: 0.021391418568644  6: 0.263226668002036  7: 0.021386626570884  8: 0.021386077095188  9: 0.021417370411492 

training_10509   0: 0.022472456657535  1: 0.022476992535084  2: 0.022470607637288  3: 0.331697740949638  4: 0.022472120485679  5: 0.488516947643860  6: 0.022482317869592  7: 0.022470148865282  8: 0.022470625058818  9: 0.022470042297224 

training_10515   0: 0.814422601486668  1: 0.020620312743372  2: 0.020617753943720  3: 0.020619369028599  4: 0.020618733099029  5: 0.020622694242706  6: 0.020623032140807  7: 0.020618837968386  8: 0.020618035733695  9: 0.020618629613018 

training_10518   0: 0.017784815314637  1: 0.235947526900163  2: 0.017782693031490  3: 0.017781928955745  4: 0.063432822406565  5: 0.576134332441924  6: 0.017788018857986  7: 0.017782216367719  8: 0.017782751983601  9: 0.017782893740168 

training_10519   0: 0.308249966513808  1: 0.016060643315968  2: 0.016056865650311  3: 0.030763312403241  4: 0.016057238888881  5: 0.016061050044074  6: 0.487795700714634  7: 0.054502065093000  8: 0.038393051968520  9: 0.016060105407563 

training_1052    0: 0.031510639245165  1: 0.439842636202599  2: 0.073785323417269  3: 0.014967270944612  4: 0.014966920416714  5: 0.014969501384941  6: 0.365009766284798  7: 0.014977045476251  8: 0.014966516305425  9: 0.015004380322226 

training_10520   0: 0.047718829477211  1: 0.316745518087582  2: 0.015683093737148  3: 0.015683179081527  4: 0.015683439202121  5: 0.015684891197241  6: 0.525749642221838  7: 0.015684330905349  8: 0.015683391590436  9: 0.015683684499547 

training_10521   0: 0.014463821578353  1: 0.082901706526458  2: 0.530125010857348  3: 0.014406636891748  4: 0.014361284843133  5: 0.014394388922490  6: 0.268842836495042  7: 0.031710081422417  8: 0.014428691866045  9: 0.014365540596968 

training_10524   0: 0.026692862101033  1: 0.026689587317734  2: 0.026680652670517  3: 0.026681039414880  4: 0.703911325083824  5: 0.026690903045029  6: 0.082597737110806  7: 0.026688421853201  8: 0.026683515372247  9: 0.026683956030729 

training_10527   0: 0.019795754424728  1: 0.105402024570565  2: 0.019789706831426  3: 0.019789044836796  4: 0.019789993636319  5: 0.736255700430041  6: 0.019798731725423  7: 0.019789091608219  8: 0.019792514212572  9: 0.019797437723912 

training_10529   0: 0.027736777290686  1: 0.027736714611660  2: 0.027736847289338  3: 0.027736959265954  4: 0.027743281052858  5: 0.750361651290914  6: 0.027736904909205  7: 0.027736813830357  8: 0.027737139486798  9: 0.027736910972231 

training_10530   0: 0.011894048668863  1: 0.275086597706945  2: 0.011876515489115  3: 0.011876527714893  4: 0.011878910695926  5: 0.011878213794892  6: 0.584112850713946  7: 0.043442232607785  8: 0.026077149574650  9: 0.011876953032983 

training_10531   0: 0.032736584817550  1: 0.029473349257906  2: 0.011262722995441  3: 0.011262461483290  4: 0.011262671105378  5: 0.212170359387663  6: 0.627719012146726  7: 0.011263067466684  8: 0.011263388631513  9: 0.041586382707849 

training_10532   0: 0.021455134423109  1: 0.021454966507277  2: 0.021454927343584  3: 0.021454930600215  4: 0.021459048852479  5: 0.729858999112368  6: 0.021455505451386  7: 0.098496225196753  8: 0.021455134948044  9: 0.021455127564784 

training_10534   0: 0.020128404240274  1: 0.102550423123612  2: 0.020128086135541  3: 0.020128068404223  4: 0.020133230565999  5: 0.736417496360688  6: 0.020129278871205  7: 0.020128546065300  8: 0.020128256421802  9: 0.020128209811355 

training_10536   0: 0.027188267769336  1: 0.027187819815394  2: 0.160811241241958  3: 0.027185654819635  4: 0.027185463829143  5: 0.478472237337665  6: 0.027190073220589  7: 0.170405344831332  8: 0.027186255157666  9: 0.027187641977283 

training_10537   0: 0.107341327355668  1: 0.011854667679449  2: 0.011952312850147  3: 0.011941675340280  4: 0.011842025880973  5: 0.060162299567812  6: 0.728941092458203  7: 0.023591516404601  8: 0.012013480796204  9: 0.020359601666663 

training_10538   0: 0.027458144183477  1: 0.027457944479966  2: 0.027457996131462  3: 0.027458048872518  4: 0.752870905163869  5: 0.027465029275113  6: 0.027457950777499  7: 0.027457942792290  8: 0.027458096193597  9: 0.027457942130208 

training_10539   0: 0.361220956480627  1: 0.150018661251510  2: 0.013816439822459  3: 0.013844536954042  4: 0.027115445257357  5: 0.013834802987512  6: 0.367486300778883  7: 0.014092044273495  8: 0.013816529800649  9: 0.024754282393467 

training_10541   0: 0.021853226535498  1: 0.021822320062519  2: 0.021799856361042  3: 0.021800245065834  4: 0.021825890340685  5: 0.803696614446768  6: 0.021802212679756  7: 0.021798865522823  8: 0.021799659758074  9: 0.021801109227001 

training_10542   0: 0.023565594447498  1: 0.023565521499303  2: 0.023565431543426  3: 0.023568228553420  4: 0.023566068044766  5: 0.524188293339541  6: 0.287284341958250  7: 0.023565570324619  8: 0.023565603822117  9: 0.023565346467060 

training_10544   0: 0.019490795529440  1: 0.019470982636687  2: 0.019473310026448  3: 0.019474066490749  4: 0.523743582240871  5: 0.319159276600815  6: 0.020751836877045  7: 0.019492747028115  8: 0.019472198928788  9: 0.019471203641040 

training_10545   0: 0.030233671854033  1: 0.014557413887685  2: 0.014617151170529  3: 0.014551209525159  4: 0.014551537658763  5: 0.025317384273498  6: 0.842517216229797  7: 0.014551303084953  8: 0.014551644465658  9: 0.014551467849926 

training_10546   0: 0.146889141817536  1: 0.016256704363059  2: 0.022696185824753  3: 0.015406392992390  4: 0.017638009639418  5: 0.010182597234319  6: 0.732315140542256  7: 0.018295433446370  8: 0.010159820293612  9: 0.010160573846287 

training_10547   0: 0.062572513638604  1: 0.020723359212204  2: 0.222455950573233  3: 0.020722019909953  4: 0.020722103947913  5: 0.453329717457821  6: 0.020723576524349  7: 0.137306569506714  8: 0.020721898724219  9: 0.020722290504988 

training_10548   0: 0.126186499936828  1: 0.683481192498587  2: 0.017284974021824  3: 0.017304323910417  4: 0.017285957931294  5: 0.048181534553211  6: 0.038405227977215  7: 0.017292873258141  8: 0.017289320005240  9: 0.017288095907243 

training_10551   0: 0.019401893790650  1: 0.322763490275360  2: 0.019393250134142  3: 0.328275637679489  4: 0.019394501285986  5: 0.213171412489881  6: 0.019414515336187  7: 0.019394549548885  8: 0.019394156040413  9: 0.019396593419006 

training_10553   0: 0.250793753255399  1: 0.019988619732292  2: 0.010745127303974  3: 0.010744865724814  4: 0.010746453146082  5: 0.010749332592377  6: 0.616680561934220  7: 0.010841428646417  8: 0.047914772365714  9: 0.010795085298710 

training_10555   0: 0.146915948556572  1: 0.045112069856059  2: 0.014792121461273  3: 0.049569967429092  4: 0.222340943495059  5: 0.014790613945899  6: 0.429356680113689  7: 0.047545525849956  8: 0.014788137868826  9: 0.014787991423575 

training_10556   0: 0.022472593436022  1: 0.022470623589351  2: 0.022468044801210  3: 0.022467280989919  4: 0.022475221888717  5: 0.740165791612177  6: 0.022467841700395  7: 0.022468022275453  8: 0.080077454501242  9: 0.022467125205513 

training_10559   0: 0.042266820914762  1: 0.557757602950902  2: 0.016910681959456  3: 0.016911092668228  4: 0.016916229340570  5: 0.016921253266117  6: 0.234776935024951  7: 0.016929423862154  8: 0.063699051100056  9: 0.016910908912805 

training_10561   0: 0.020691930874489  1: 0.020695340694175  2: 0.020692055871116  3: 0.020692110990335  4: 0.020697783173739  5: 0.666703233506130  6: 0.020695549045312  7: 0.020693303116495  8: 0.167747292329300  9: 0.020691400398909 

training_10563   0: 0.011734266221702  1: 0.219420703816480  2: 0.041411423076045  3: 0.324352542109460  4: 0.011719724533747  5: 0.011722475790650  6: 0.344480261334180  7: 0.011719554345969  8: 0.011719337721248  9: 0.011719711050520 

training_10564   0: 0.024385997397124  1: 0.024384314806833  2: 0.024384454132734  3: 0.024384511826486  4: 0.024389614314722  5: 0.519713520361983  6: 0.024386127997532  7: 0.024384315206119  8: 0.285202489277330  9: 0.024384654679136 

training_10565   0: 0.024081543395096  1: 0.024080132410252  2: 0.024080656379710  3: 0.024080628303512  4: 0.024080927277267  5: 0.549359845089081  6: 0.024081388616011  7: 0.024079731226891  8: 0.257995401994107  9: 0.024079745308073 

training_10566   0: 0.024434113360494  1: 0.227098419615099  2: 0.024427121622993  3: 0.348105857746183  4: 0.024424647387240  5: 0.253805798738775  6: 0.024429737868410  7: 0.024424241500620  8: 0.024425704912913  9: 0.024424357247274 

training_10567   0: 0.051322725639689  1: 0.072329728016366  2: 0.015210389192772  3: 0.015539049666196  4: 0.015216322897699  5: 0.015208497166502  6: 0.748042357307649  7: 0.015216192610996  8: 0.015207275520686  9: 0.036707461981446 

training_10569   0: 0.088036597742098  1: 0.013082163085470  2: 0.013115463277768  3: 0.013081573535399  4: 0.013088601974427  5: 0.013082143670193  6: 0.798320212194745  7: 0.022027803853307  8: 0.013081931901553  9: 0.013083508765040 

training_1057    0: 0.018078839703836  1: 0.018070567393167  2: 0.018069028932244  3: 0.018068780403234  4: 0.018069938860206  5: 0.018079880647145  6: 0.757810197012936  7: 0.057955242361302  8: 0.018073530307582  9: 0.057723994378349 

training_10573   0: 0.023496822392866  1: 0.097602697627115  2: 0.023495276619246  3: 0.299293342783830  4: 0.023501155640090  5: 0.367395404144622  6: 0.023497638409301  7: 0.094720525383931  8: 0.023500722197872  9: 0.023496414801127 

training_10576   0: 0.646083305231899  1: 0.027287012208200  2: 0.027285286345388  3: 0.027284766105648  4: 0.135631338986640  5: 0.027286351797519  6: 0.027286572858564  7: 0.027285206277760  8: 0.027284789667163  9: 0.027285370521220 

training_1058    0: 0.028266171337405  1: 0.028265457027723  2: 0.028263909818729  3: 0.028264057458639  4: 0.028263667161699  5: 0.028265987368080  6: 0.028279347379640  7: 0.028265145538444  8: 0.028265434878468  9: 0.745600822031174 

training_10581   0: 0.072508769707178  1: 0.018780413642723  2: 0.018771292265484  3: 0.018767656621158  4: 0.018776903372459  5: 0.093051736159726  6: 0.547383207960265  7: 0.018771585814159  8: 0.018771884827853  9: 0.174416549628995 

training_10582   0: 0.032746999229855  1: 0.564375522976362  2: 0.059710827248002  3: 0.012701525828026  4: 0.012730206313705  5: 0.045462245940819  6: 0.234119076736681  7: 0.012723342301000  8: 0.012708897730435  9: 0.012721355695116 

training_10584   0: 0.031012066103057  1: 0.104818521356288  2: 0.016005755141872  3: 0.016005775528795  4: 0.016042386292815  5: 0.016007010852932  6: 0.456534685347186  7: 0.016006839449074  8: 0.311559955821330  9: 0.016007004106651 

training_10585   0: 0.035524883579862  1: 0.035527986963930  2: 0.035522067229065  3: 0.035520303067017  4: 0.680293785843843  5: 0.035525144263722  6: 0.035523320207700  7: 0.035521495066410  8: 0.035519821964716  9: 0.035521191813735 

training_10586   0: 0.016497499791844  1: 0.016493961287017  2: 0.016495664968325  3: 0.016490330168627  4: 0.016490642522626  5: 0.016492935453278  6: 0.689977783933857  7: 0.016492644127615  8: 0.178077957515335  9: 0.016490580231474 

training_10587   0: 0.167807564088401  1: 0.034589577336222  2: 0.034587490986401  3: 0.034586963100304  4: 0.555490576983513  5: 0.034588277479221  6: 0.034589160385987  7: 0.034586739058597  8: 0.034586805013373  9: 0.034586845567981 

training_10588   0: 0.475732319775512  1: 0.062464449357452  2: 0.012560731493174  3: 0.012563944594837  4: 0.012554872068044  5: 0.012556194160251  6: 0.317437158300786  7: 0.069014173529347  8: 0.012554772053789  9: 0.012561384666808 

training_1059    0: 0.016576623439588  1: 0.099600718032012  2: 0.016574299014752  3: 0.016574256395571  4: 0.171827992845754  5: 0.567845905412049  6: 0.016577260989342  7: 0.016574167355163  8: 0.061274161849572  9: 0.016574614666198 

training_10590   0: 0.020804261324920  1: 0.020804901658780  2: 0.020802740803647  3: 0.020802749896169  4: 0.020804020819503  5: 0.020804420552330  6: 0.525148136992274  7: 0.020802617990187  8: 0.308421982850974  9: 0.020804167111216 

training_10592   0: 0.025891552408329  1: 0.025892836832559  2: 0.025890413450117  3: 0.025890664325160  4: 0.025890986223120  5: 0.025893129253374  6: 0.025900665779609  7: 0.025892518686272  8: 0.766962052805729  9: 0.025895180235729 

training_10593   0: 0.011903599387196  1: 0.199104289308880  2: 0.011423751846416  3: 0.011309192197096  4: 0.011308776701534  5: 0.013648605044871  6: 0.432755996182798  7: 0.011443159102635  8: 0.158971637690109  9: 0.138130992538466 

training_10594   0: 0.016383648901122  1: 0.016383538298134  2: 0.016382845457471  3: 0.016382682386929  4: 0.016383636832781  5: 0.016385227772289  6: 0.852539839917375  7: 0.016383856656005  8: 0.016389903951191  9: 0.016384819826702 

training_10596   0: 0.020827149421237  1: 0.020890994659967  2: 0.020819185515965  3: 0.196210215383763  4: 0.115879160403213  5: 0.349628330415125  6: 0.213275724349968  7: 0.020820329484830  8: 0.020821290563509  9: 0.020827619802424 

