Corpus Type: binary
Topic Count: 10

test_14826        2: 0.347172681428323   4: 0.288428204057364   9: 0.261181653614965   7: 0.078702195466954   6: 0.022405034225397   8: 0.000422052607822   5: 0.000422049132863   0: 0.000422047120247   3: 0.000422046815941   1: 0.000422035530124 

training_10538    0: 0.930767936398927   1: 0.007692805472024   3: 0.007692524088773   5: 0.007692463739831   4: 0.007692431446256   6: 0.007692395209739   9: 0.007692381685143   8: 0.007692359387767   2: 0.007692357066576   7: 0.007692345504963 

training_10539    9: 0.890602732933672   5: 0.041032226928193   6: 0.037198019265201   1: 0.020994868491472   2: 0.001695610930554   4: 0.001695515790118   3: 0.001695437711408   8: 0.001695333436719   7: 0.001695256357088   0: 0.001694998155576 

training_10541    3: 0.582496991206428   2: 0.221670925691595   0: 0.171689223064066   5: 0.003449369962538   6: 0.003449363906051   9: 0.003449171682557   4: 0.003448859904838   1: 0.003448765540492   7: 0.003448685624230   8: 0.003448643417204 

training_10542    1: 0.939998981203978   0: 0.006667083664808   5: 0.006666779137202   3: 0.006666771136070   9: 0.006666745323806   8: 0.006666740557660   6: 0.006666740310062   4: 0.006666732346306   7: 0.006666716832977   2: 0.006666709487132 

training_10544    0: 0.685376441592534   1: 0.179170063827259   3: 0.081142162314749   4: 0.039675061761075   5: 0.002439545491500   6: 0.002439457077188   8: 0.002439357723129   7: 0.002439334791407   9: 0.002439315671988   2: 0.002439259749170 

training_10545    2: 0.466610034331352   7: 0.449289466380268   8: 0.073160059802811   5: 0.001563184460961   9: 0.001563050792757   6: 0.001563022711527   4: 0.001562981156271   3: 0.001562923833938   0: 0.001562646569856   1: 0.001562629960260 

training_10546    7: 0.573425926086716   2: 0.193414099994618   6: 0.111621973066447   3: 0.081586619289085   8: 0.023666824078793   9: 0.013405827743759   1: 0.000719731251850   5: 0.000719683093410   0: 0.000719661728022   4: 0.000719653667301 

training_10547    1: 0.923465204000133   9: 0.045762687451932   3: 0.003846911674582   5: 0.003846804815191   0: 0.003846733946741   4: 0.003846381761353   6: 0.003846365048689   7: 0.003846324826146   2: 0.003846324417582   8: 0.003846262057651 

training_10548    2: 0.473761162519015   5: 0.205657254251875   3: 0.130549988616283   9: 0.082642210677583   4: 0.061322245406467   1: 0.041360038787325   6: 0.001176832266720   0: 0.001176832095654   7: 0.001176748043647   8: 0.001176687335430 

training_10551    3: 0.725093432264694   0: 0.205910105973798   6: 0.051491114933987   7: 0.002500903969989   1: 0.002500900961433   2: 0.002500848997318   5: 0.002500818234052   4: 0.002500754646316   8: 0.002500724409460   9: 0.002500395608953 

training_10553    2: 0.571036228808224   4: 0.404603715327327   9: 0.017287831741212   7: 0.001010388073826   0: 0.001010382172089   6: 0.001010372051029   5: 0.001010351055121   3: 0.001010317829272   8: 0.001010220340655   1: 0.001010192601246 

training_10555    3: 0.402105510914299   6: 0.286558925629116   9: 0.252207184987936   7: 0.049125952073119   4: 0.001667403819360   2: 0.001667224476397   0: 0.001667015596960   5: 0.001667010138650   8: 0.001666921648985   1: 0.001666850715179 

training_10556    0: 0.954995200386445   3: 0.005000973083810   1: 0.005000944976591   5: 0.005000770492702   9: 0.005000656079313   2: 0.005000407059224   4: 0.005000372210200   6: 0.005000298992606   7: 0.005000258768849   8: 0.005000117950259 

training_10559    7: 0.580755586939283   9: 0.299063056654754   8: 0.101756525850510   5: 0.002632490524455   3: 0.002632451615347   6: 0.002632233319197   2: 0.002632092997716   4: 0.002632036872231   0: 0.002631766674105   1: 0.002631758552402 

training_10561    0: 0.962496303206300   3: 0.004167318638084   4: 0.004167226021093   1: 0.004167131689614   2: 0.004167086170053   8: 0.004167076137496   9: 0.004167015861424   5: 0.004166997046974   7: 0.004166962511455   6: 0.004166882717506 

training_10563    5: 0.654743010302013   9: 0.283967466521421   2: 0.052537835579407   4: 0.001250321316800   3: 0.001250286060027   6: 0.001250272266404   8: 0.001250261181743   7: 0.001250209598563   0: 0.001250194682599   1: 0.001250142491022 

training_10564    0: 0.935707815788697   2: 0.007144105069370   7: 0.007144096992306   1: 0.007143974576668   3: 0.007143568650520   4: 0.007143563325867   6: 0.007143442067602   5: 0.007143293296159   9: 0.007143108073347   8: 0.007143032159464 

training_10565    1: 0.935708639872192   0: 0.007144161105406   7: 0.007143759786038   2: 0.007143671593310   4: 0.007143535302167   3: 0.007143397742816   5: 0.007143336358629   6: 0.007143248296532   9: 0.007143168937756   8: 0.007143081005154 

training_10566    5: 0.602998244937111   1: 0.354889978214723   3: 0.005264676379988   0: 0.005264461590935   4: 0.005264021797756   7: 0.005263880619923   6: 0.005263734646046   2: 0.005263733750401   9: 0.005263677638990   8: 0.005263590424127 

training_10567    4: 0.825697592810349   2: 0.155694790395677   3: 0.002326830740246   0: 0.002326018536768   1: 0.002325862307429   7: 0.002325807099443   9: 0.002325785001168   5: 0.002325783771099   6: 0.002325770308884   8: 0.002325759028936 

training_10569    8: 0.475035390061287   9: 0.424226968996881   2: 0.051724953636203   6: 0.023896601688278   0: 0.019016813571765   3: 0.001219975608549   4: 0.001219918072995   7: 0.001219913919614   5: 0.001219820842380   1: 0.001219643602047 

training_1057     4: 0.965374700008416   7: 0.003849249487116   5: 0.003847665041220   3: 0.003847439450102   6: 0.003847335774751   9: 0.003847050548665   8: 0.003846905644622   2: 0.003846905115281   1: 0.003846425009759   0: 0.003846323920068 

training_10573    0: 0.952623372747899   4: 0.005266552421138   3: 0.005265438253996   2: 0.005263803656800   9: 0.005263580715102   5: 0.005263564471453   1: 0.005263505954403   7: 0.005263471410810   6: 0.005263418689933   8: 0.005263291678467 

training_10576    6: 0.899983352263889   7: 0.011115633002917   5: 0.011114570070849   4: 0.011113260290302   1: 0.011113161283526   3: 0.011112676851573   9: 0.011112284417549   0: 0.011111775114391   2: 0.011111704366107   8: 0.011111582338897 

training_1058     4: 0.887486828521026   2: 0.012502967064568   3: 0.012502264047002   7: 0.012501326564539   1: 0.012501260336770   8: 0.012501196633138   5: 0.012501183046733   6: 0.012501045202455   9: 0.012501041743432   0: 0.012500886840338 

training_10581    5: 0.412517167932882   3: 0.308090105557383   4: 0.259389235622454   8: 0.002857938352067   0: 0.002857841361830   6: 0.002857648589943   7: 0.002857599196173   1: 0.002857505506432   9: 0.002857493875119   2: 0.002857464005717 

training_10582    9: 0.424520430560593   3: 0.303748425669476   2: 0.151952274444326   8: 0.114514395304923   5: 0.000877484039991   6: 0.000877429235657   4: 0.000877398230462   0: 0.000877394149584   1: 0.000877389777840   7: 0.000877378587147 

training_10584    7: 0.731865516597089   8: 0.184011956560321   9: 0.069834670478574   4: 0.002041382022004   5: 0.002041181162359   2: 0.002041158392604   6: 0.002041138826559   3: 0.002041129867731   1: 0.002040968149861   0: 0.002040897942897 

training_10585    6: 0.575442916242980   0: 0.291195974012814   5: 0.016676132501972   3: 0.016673529189726   1: 0.016669761513902   9: 0.016668891213648   7: 0.016668802659332   2: 0.016668107025966   4: 0.016667974705636   8: 0.016667910934026 

training_10586    7: 0.748232978057824   9: 0.232715003908417   1: 0.002381872004005   4: 0.002381575787754   8: 0.002381566145243   3: 0.002381493656332   5: 0.002381484988439   6: 0.002381442503366   2: 0.002381327911785   0: 0.002381255036835 

training_10587    6: 0.819984140590679   5: 0.020007449642032   3: 0.020004977922877   9: 0.020001692446126   0: 0.020000456313685   1: 0.020000454327685   2: 0.020000382662358   7: 0.020000279043809   8: 0.020000139026221   4: 0.020000028024528 

training_10588    9: 0.986762012371752   2: 0.001471328623736   4: 0.001471168578233   7: 0.001470924004996   6: 0.001470885166724   3: 0.001470822972394   8: 0.001470801157389   5: 0.001470743478556   1: 0.001470689968001   0: 0.001470623678219 

training_1059     0: 0.529179135275901   1: 0.448593587512891   3: 0.002779158161262   6: 0.002778771509438   2: 0.002778397593794   7: 0.002778308707323   5: 0.002778223289783   4: 0.002778161456134   9: 0.002778145665962   8: 0.002778110827512 

training_10590    8: 0.790139646056713   9: 0.169850726835628   7: 0.005002463656050   3: 0.005001542472982   5: 0.005001348305292   2: 0.005001297504719   6: 0.005001056364531   4: 0.005000878037616   1: 0.005000559034190   0: 0.005000481732278 

training_10592    2: 0.834585148041200   0: 0.092672471306921   3: 0.009093880098306   4: 0.009093423352289   7: 0.009093282870770   6: 0.009092798189653   5: 0.009092377704921   1: 0.009092324497624   8: 0.009092214845915   9: 0.009092079092401 

training_10593    6: 0.342198855736209   7: 0.313356397319024   4: 0.269569578227738   8: 0.071281439295616   1: 0.000599123724526   3: 0.000598955746162   2: 0.000598953077853   5: 0.000598924535398   9: 0.000598922739040   0: 0.000598849598434 

training_10594    2: 0.908695391755903   0: 0.068444387327177   4: 0.002857700377556   3: 0.002857621686712   7: 0.002857548371436   1: 0.002857524410984   8: 0.002857516469628   5: 0.002857499628208   6: 0.002857470792913   9: 0.002857339179483 

training_10596    5: 0.706898930928405   9: 0.137094490824399   0: 0.131862454753829   8: 0.003449882180773   4: 0.003449431109107   3: 0.003449222435249   7: 0.003449182019125   6: 0.003448927777498   2: 0.003448874579382   1: 0.003448603392234 

training_10597    0: 0.930764755425548   1: 0.007693350603718   8: 0.007692980104630   4: 0.007692845496718   2: 0.007692817281996   3: 0.007692808373181   9: 0.007692681342605   5: 0.007692667803399   6: 0.007692650870544   7: 0.007692442697663 

training_10598    0: 0.960868092796900   1: 0.004348142480874   5: 0.004348126657142   3: 0.004348084177874   4: 0.004347951290321   6: 0.004347950582614   7: 0.004347942777504   9: 0.004347910601084   2: 0.004347904352854   8: 0.004347894282834 

training_10599    0: 0.959085567081622   9: 0.004546631757233   5: 0.004546468333589   3: 0.004546351726360   1: 0.004545911014332   6: 0.004545894912524   2: 0.004545892547748   7: 0.004545817079398   8: 0.004545743707992   4: 0.004545721839201 

training_106      8: 0.499869754504259   6: 0.400116218797555   2: 0.012503464892895   5: 0.012503315898883   7: 0.012502405857509   9: 0.012502096329452   4: 0.012501400883049   3: 0.012500690235468   1: 0.012500369707164   0: 0.012500282893767 

training_10600    0: 0.914488618999064   2: 0.053506546852458   5: 0.004001806730949   4: 0.004000689655181   1: 0.004000532899246   3: 0.004000458046999   9: 0.004000426621826   7: 0.004000381787717   8: 0.004000287227040   6: 0.004000251179519 

training_10601    0: 0.957135213668500   2: 0.004763497465587   3: 0.004763293942869   7: 0.004763283744429   8: 0.004762805775778   6: 0.004762699657679   1: 0.004762347576729   5: 0.004762336565219   9: 0.004762279043976   4: 0.004762242559233 

training_10602    4: 0.521430565261444   0: 0.310395418522602   7: 0.109832201646237   3: 0.008335457199119   2: 0.008334956506338   5: 0.008334544118966   8: 0.008334504340018   6: 0.008334430514052   1: 0.008334005271668   9: 0.008333916619557 

training_10604    4: 0.975671960598368   3: 0.002703352638134   0: 0.002703327257260   2: 0.002703251137874   9: 0.002703153997554   7: 0.002703079979504   8: 0.002703042391983   5: 0.002703001532084   6: 0.002702965048588   1: 0.002702865418650 

training_10606    4: 0.485370704740805   2: 0.474654265417827   3: 0.033307098563221   9: 0.000952636561459   7: 0.000952624078970   6: 0.000952596193821   8: 0.000952571721783   5: 0.000952552776795   1: 0.000952498982694   0: 0.000952450962624 

training_10608    9: 0.577942333003388   4: 0.375547023781188   6: 0.039508986491453   1: 0.001000379306323   7: 0.001000300325533   2: 0.001000238482662   8: 0.001000225020122   3: 0.001000203562480   5: 0.001000197822964   0: 0.001000112203886 

training_10609    0: 0.649031483179482   1: 0.308856287113014   6: 0.005264987443562   2: 0.005264258488278   4: 0.005264253350794   3: 0.005264181762817   5: 0.005263915782123   7: 0.005263858704010   9: 0.005263422517160   8: 0.005263351658759 

training_10610    0: 0.543461730582869   1: 0.326398306774376   2: 0.095131614501043   4: 0.005001719690255   9: 0.005001583494389   3: 0.005001304820260   5: 0.005001053231458   6: 0.005001045870499   7: 0.005001033440342   8: 0.005000607594509 

training_10611    0: 0.605345667807210   1: 0.270561816191529   9: 0.085194134662721   4: 0.005557865073109   7: 0.005556967327832   2: 0.005556901125091   6: 0.005556735729925   8: 0.005556727539380   5: 0.005556708807158   3: 0.005556475736045 

training_10612    0: 0.904174206502160   1: 0.061032637485923   4: 0.004350452050685   2: 0.004350336386108   8: 0.004349131674483   5: 0.004349062870783   7: 0.004348766250356   3: 0.004348741790214   6: 0.004348618208282   9: 0.004348046781005 

training_10613    9: 0.740389480005852   7: 0.223237151158981   8: 0.004548228422706   2: 0.004548046421801   1: 0.004546801485163   5: 0.004546223248777   6: 0.004546148116282   4: 0.004546135755826   3: 0.004546098211878   0: 0.004545687172734 

training_10615    4: 0.893751750285128   3: 0.084621664363319   5: 0.002704255385638   1: 0.002703452907548   7: 0.002703430594415   2: 0.002703313824486   8: 0.002703171883899   6: 0.002703091699226   9: 0.002703024051898   0: 0.002702845004442 

training_10616    4: 0.672955048478977   8: 0.149078833308886   1: 0.141270728988177   9: 0.023927207357422   2: 0.002128145534958   7: 0.002128111506812   3: 0.002128078147048   6: 0.002128030457466   5: 0.002127908299358   0: 0.002127907920896 

training_10617    2: 0.767803977723066   6: 0.102306871941602   9: 0.088224746517002   8: 0.038330354393610   4: 0.000555735156320   7: 0.000555727323245   3: 0.000555690063189   0: 0.000555637575075   5: 0.000555631161929   1: 0.000555628144961 

training_10618    2: 0.989283707769809   4: 0.001190863862077   9: 0.001190768426049   5: 0.001190743063981   7: 0.001190731185831   8: 0.001190730059454   6: 0.001190653057008   3: 0.001190634606958   1: 0.001190596003772   0: 0.001190571965061 

training_10619    7: 0.957134261190484   8: 0.004763507919127   4: 0.004763410500993   5: 0.004762986313355   3: 0.004762868956284   6: 0.004762850122754   9: 0.004762815617966   2: 0.004762796318198   1: 0.004762286828909   0: 0.004762216231930 

training_10620    9: 0.941888728718534   2: 0.039504903000040   8: 0.002325983974669   7: 0.002325943630710   4: 0.002325855750589   1: 0.002325802096125   6: 0.002325778855477   5: 0.002325709396481   3: 0.002325683302490   0: 0.002325611274885 

training_10621    9: 0.877070406141874   7: 0.056817278611313   4: 0.036626239702965   1: 0.024175034246327   5: 0.000885303566602   2: 0.000885276172475   3: 0.000885186125204   8: 0.000885155385405   6: 0.000885119169738   0: 0.000885000878096 

training_10622    4: 0.596979889712569   2: 0.162859874130176   6: 0.086876526170604   3: 0.083509991031206   8: 0.063278768322169   9: 0.001299212567154   7: 0.001299077086657   5: 0.001298949408151   1: 0.001298924674976   0: 0.001298786896339 

training_10623    9: 0.560321472259926   4: 0.435053220746681   2: 0.000578259036731   7: 0.000578202322469   5: 0.000578163927383   6: 0.000578152467681   8: 0.000578137583375   3: 0.000578134822302   1: 0.000578129665584   0: 0.000578127167868 

training_10625    6: 0.321819135515022   9: 0.320214835320480   4: 0.242723260219333   2: 0.094545508789285   5: 0.003450111023660   7: 0.003449584622984   1: 0.003449551905489   3: 0.003449498785086   0: 0.003449479973424   8: 0.003449033845238 

training_10627    9: 0.885921861384757   4: 0.039059488896518   2: 0.028197425159803   3: 0.025679423437006   5: 0.017140918838987   6: 0.000800307575439   7: 0.000800228643219   8: 0.000800163709497   1: 0.000800135113594   0: 0.000800047241179 

training_1063     0: 0.786478182933409   1: 0.178732546071801   5: 0.004349671930872   7: 0.004348928149794   6: 0.004348924544567   3: 0.004348798585326   9: 0.004348532435322   4: 0.004348199626051   2: 0.004348194234230   8: 0.004348021488627 

training_10632    4: 0.820607471459618   9: 0.136758712147026   6: 0.019019940554681   0: 0.016553798337619   2: 0.001176849696131   3: 0.001176730521291   7: 0.001176691602160   5: 0.001176643102579   8: 0.001176625498205   1: 0.001176537080690 

training_10633    9: 0.510803817934412   2: 0.420802708047557   4: 0.048118938524653   0: 0.014150773019412   6: 0.001020761367539   7: 0.001020737428702   8: 0.001020626451406   3: 0.001020591748167   5: 0.001020541790218   1: 0.001020503687935 

training_10634    4: 0.586617894530900   2: 0.381375710093322   3: 0.004001366245868   7: 0.004001200012018   8: 0.004000912439893   0: 0.004000664140111   6: 0.004000632264711   9: 0.004000623608687   5: 0.004000543029400   1: 0.004000453635089 

training_10636    7: 0.489829165424076   4: 0.427626948342004   8: 0.067957405162031   2: 0.002084062523918   0: 0.002083872079186   9: 0.002083806903307   3: 0.002083773912433   5: 0.002083736235057   6: 0.002083693148746   1: 0.002083536269241 

training_10638    2: 0.352674633575803   5: 0.335170091327222   8: 0.179865366160647   9: 0.098385249221374   6: 0.025281024246812   4: 0.001725439476666   1: 0.001725045427268   3: 0.001724527243713   7: 0.001724320139435   0: 0.001724303181059 

training_10640    8: 0.571782333492273   4: 0.290689428997418   2: 0.129192957006419   7: 0.001190919004959   3: 0.001190873608571   0: 0.001190759462768   9: 0.001190741527040   6: 0.001190707226354   5: 0.001190670096616   1: 0.001190609577583 

training_10641    9: 0.774067461552619   8: 0.090562707397358   4: 0.087773529728558   3: 0.039902779989500   2: 0.001282376475837   7: 0.001282355207197   6: 0.001282265581189   0: 0.001282259744784   5: 0.001282144772055   1: 0.001282119550903 

training_10642    9: 0.748343701127909   4: 0.185253256326858   7: 0.035756820824369   3: 0.014532731087370   6: 0.012823347448775   5: 0.000658122650733   2: 0.000658060609698   8: 0.000658013500044   0: 0.000657979557445   1: 0.000657966866800 

training_10643    4: 0.414426454804073   2: 0.257881494374847   9: 0.181812672695478   8: 0.124630235415571   5: 0.017517186145681   6: 0.000746480755113   7: 0.000746416408453   3: 0.000746378997416   1: 0.000746365164475   0: 0.000746315238895 

training_10644    3: 0.478212903352108   2: 0.328569300411527   0: 0.151543878156160   1: 0.030132589240609   4: 0.001923685606540   9: 0.001923622465188   8: 0.001923529518152   5: 0.001923510687151   6: 0.001923506660785   7: 0.001923473901780 

training_10648    2: 0.507949546748708   3: 0.455236965192917   6: 0.016944290942101   1: 0.014825981979045   0: 0.000840611862709   4: 0.000840592063082   9: 0.000840530287240   5: 0.000840511032879   7: 0.000840497620793   8: 0.000840472270526 

training_1065     1: 0.860811393173481   9: 0.082040034895489   0: 0.007147994670299   5: 0.007143058834436   6: 0.007142973970528   3: 0.007142972064912   8: 0.007142908591428   7: 0.007142901658146   2: 0.007142883818493   4: 0.007142878322788 

training_10650    7: 0.765213712771026   1: 0.134778118892674   2: 0.012502556525671   4: 0.012501951834081   6: 0.012501321555936   3: 0.012500724827071   8: 0.012500575922473   9: 0.012500517422468   5: 0.012500342727651   0: 0.012500177520949 

training_10651    7: 0.899993955132700   2: 0.011113498386145   4: 0.011111897799697   6: 0.011111843369521   3: 0.011111733274157   9: 0.011111627333357   5: 0.011111567444532   1: 0.011111402556496   0: 0.011111239538799   8: 0.011111235164598 

training_10652    7: 0.849985197210293   4: 0.016672867835873   2: 0.016672489184078   6: 0.016667539980771   3: 0.016667244238602   9: 0.016667054806799   8: 0.016667028628960   1: 0.016666882168998   5: 0.016666864907291   0: 0.016666831038337 

training_10653    7: 0.899980428868826   0: 0.011115361557383   2: 0.011114255526390   3: 0.011113746321725   6: 0.011113686701920   5: 0.011113514320276   4: 0.011113014790235   1: 0.011112186929473   9: 0.011112103077507   8: 0.011111701906265 

training_10654    7: 0.974281350036670   2: 0.002857891388930   5: 0.002857823046011   4: 0.002857742090639   6: 0.002857715674087   3: 0.002857708861146   0: 0.002857557766176   1: 0.002857419446499   9: 0.002857399151009   8: 0.002857392538835 

training_10657    2: 0.849985337452747   4: 0.016671126894744   3: 0.016669616223041   7: 0.016669082750633   6: 0.016668070733191   9: 0.016667771494820   8: 0.016667615999209   0: 0.016667193876651   5: 0.016667181199976   1: 0.016667003374987 

training_10658    2: 0.887485300012779   0: 0.012503217828809   6: 0.012502275836139   7: 0.012502144161665   4: 0.012501720632540   3: 0.012501628112028   5: 0.012501380553352   9: 0.012501047533738   8: 0.012500747513340   1: 0.012500537815610 

training_10659    2: 0.902445912620160   9: 0.043349219751818   4: 0.040741863862754   7: 0.001923591401994   6: 0.001923336354502   3: 0.001923278059850   5: 0.001923240813620   8: 0.001923234084129   0: 0.001923180513872   1: 0.001923142537300 

training_1066     1: 0.935712495267775   0: 0.007143386649896   3: 0.007143297865908   5: 0.007143081281288   9: 0.007142995206617   4: 0.007142988635857   6: 0.007142959379193   2: 0.007142941795566   8: 0.007142936999919   7: 0.007142916917981 

training_10660    2: 0.370045991948580   4: 0.313279866893332   7: 0.173950932461856   5: 0.103733576873551   1: 0.027623127936078   0: 0.002273584035810   9: 0.002273422575393   3: 0.002273374332492   8: 0.002273089171101   6: 0.002273033771806 

training_10661    2: 0.837099116790922   7: 0.085457791343697   6: 0.066503602830400   9: 0.001563170117141   4: 0.001562977815532   8: 0.001562717826855   1: 0.001562712210576   5: 0.001562650275920   3: 0.001562634184156   0: 0.001562626604801 

training_10662    8: 0.667193144775223   7: 0.194260078818859   3: 0.105414891180633   0: 0.020363821644227   9: 0.002128250344843   4: 0.002128056744166   6: 0.002128054630686   2: 0.002127981885785   5: 0.002127945937364   1: 0.002127774038213 

training_10665    9: 0.603184934965518   4: 0.251990019735772   2: 0.134216883922289   7: 0.001515573497204   8: 0.001515559701001   6: 0.001515510673281   1: 0.001515411695391   3: 0.001515396816907   0: 0.001515383300477   5: 0.001515325692159 

training_10669    9: 0.100000000000000   8: 0.100000000000000   7: 0.100000000000000   6: 0.100000000000000   5: 0.100000000000000   4: 0.100000000000000   3: 0.100000000000000   2: 0.100000000000000   1: 0.100000000000000   0: 0.100000000000000 

training_1067     4: 0.950693155024825   7: 0.034490147084134   8: 0.001852246562514   2: 0.001852162257267   3: 0.001852136104293   0: 0.001852121138431   9: 0.001852102698962   6: 0.001851997319712   1: 0.001851980033903   5: 0.001851951775959 

training_10674    3: 0.932872353976614   4: 0.053564591863488   6: 0.001695592160597   5: 0.001695557751389   2: 0.001695520033564   9: 0.001695441580033   7: 0.001695370574544   8: 0.001695221906009   1: 0.001695202622432   0: 0.001695147531329 

training_10676    5: 0.495328906626266   7: 0.272796313239866   9: 0.167777662369848   6: 0.058540520810175   3: 0.000926194463178   2: 0.000926181201292   4: 0.000926111041542   8: 0.000926056380276   1: 0.000926033672416   0: 0.000926020195140 

training_10678    4: 0.703617298750776   3: 0.272135975914509   1: 0.003031470052206   0: 0.003030939485907   8: 0.003030897444621   5: 0.003030827637309   2: 0.003030746972701   7: 0.003030703975916   9: 0.003030635999401   6: 0.003030503766654 

training_10679    2: 0.899986865212181   7: 0.011113781304801   0: 0.011113577383500   6: 0.011112954641347   9: 0.011112556132003   5: 0.011112474235890   4: 0.011112458224453   3: 0.011112385436001   1: 0.011111484343295   8: 0.011111463086529 

training_1068     4: 0.978567619805091   0: 0.002381663687894   2: 0.002381596201317   3: 0.002381534592239   9: 0.002381320704803   5: 0.002381318698646   6: 0.002381308847243   7: 0.002381302341057   1: 0.002381177898671   8: 0.002381157223040 

training_10681    2: 0.899982025217450   7: 0.011117004665708   6: 0.011115472489262   0: 0.011113590345952   4: 0.011112913612487   3: 0.011112167806137   5: 0.011112065861303   1: 0.011111649849002   9: 0.011111645618954   8: 0.011111464533747 

training_10682    4: 0.488412275110535   3: 0.476799458743999   8: 0.004349122277557   0: 0.004348714533116   9: 0.004348553121302   1: 0.004348436288979   2: 0.004348415648374   7: 0.004348362134601   5: 0.004348353789137   6: 0.004348308352400 

training_10684    2: 0.863230154008387   7: 0.122482672691054   4: 0.001786033572522   6: 0.001785971923196   9: 0.001785939753048   0: 0.001785881602116   3: 0.001785868085378   8: 0.001785852260877   5: 0.001785847613821   1: 0.001785778489601 

training_10685    0: 0.592831985953234   2: 0.307149521249823   4: 0.012503882744351   5: 0.012503637449409   3: 0.012503063016456   8: 0.012502037033620   7: 0.012501885047179   6: 0.012501751770959   9: 0.012501637965271   1: 0.012500597769699 

training_10687    8: 0.597583504168193   4: 0.347277780149230   5: 0.042174306584906   2: 0.001852154401059   7: 0.001852125940020   6: 0.001852082655275   9: 0.001852048845711   3: 0.001852034901721   1: 0.001852028452767   0: 0.001851933901118 

training_10688    0: 0.666888527580000   2: 0.295009517770206   3: 0.004763584379786   4: 0.004763254954000   5: 0.004762996029353   6: 0.004762521958685   9: 0.004762447522376   7: 0.004762411155253   1: 0.004762396547960   8: 0.004762342102381 

training_10689    2: 0.399252097790354   7: 0.231985014078059   4: 0.167834237231470   9: 0.133815206814153   8: 0.027826101110900   3: 0.023851751366137   1: 0.014281472692664   6: 0.000384784828542   5: 0.000384678398137   0: 0.000384655689585 

training_1069     8: 0.572705039250735   4: 0.330377796760561   7: 0.050158020980701   2: 0.034512788099233   9: 0.002041295568274   3: 0.002041114654080   6: 0.002041062643816   5: 0.002041060174018   1: 0.002040946081935   0: 0.002040875786647 

training_10692    3: 0.735248585677659   1: 0.164735866217834   7: 0.012504271730510   0: 0.012503732947467   5: 0.012502713906823   6: 0.012501314494559   9: 0.012501025498736   8: 0.012500850501928   2: 0.012500837006594   4: 0.012500802017889 

training_10693    4: 0.611719593071023   2: 0.301972098019485   8: 0.048114254680306   7: 0.033275089298938   9: 0.000819911456406   3: 0.000819863040568   6: 0.000819816042588   5: 0.000819805636009   0: 0.000819787126630   1: 0.000819781628048 

training_10694    3: 0.840613631847689   2: 0.063299501014524   1: 0.049851118845431   4: 0.037537674061377   8: 0.001449988591690   5: 0.001449726558066   7: 0.001449707238032   9: 0.001449575428430   6: 0.001449563817561   0: 0.001449512597201 

training_10695    9: 0.559462669145843   4: 0.276148683718696   2: 0.159492518693009   6: 0.000699490825579   7: 0.000699488982073   5: 0.000699455846367   8: 0.000699439287678   3: 0.000699433836973   0: 0.000699428303521   1: 0.000699391360262 

training_10696    2: 0.721735783881999   7: 0.259742281296627   6: 0.010381451438829   9: 0.001163027222144   4: 0.001163022437087   8: 0.001162915676255   3: 0.001162905626590   5: 0.001162893876823   1: 0.001162877248478   0: 0.001162841295167 

training_10699    1: 0.473493537689971   4: 0.270624169772584   0: 0.225440597411926   3: 0.004349720508171   5: 0.004348855211977   2: 0.004348779773513   7: 0.004348777720652   9: 0.004348552824184   8: 0.004348535352622   6: 0.004348473734402 

training_1070     0: 0.930767994505938   1: 0.007692781049259   3: 0.007692519228027   5: 0.007692446610758   4: 0.007692426681061   6: 0.007692381031911   7: 0.007692367591237   9: 0.007692366120831   8: 0.007692361298781   2: 0.007692355882197 

training_10701    4: 0.895138879941882   7: 0.093748293640829   8: 0.001389251002318   2: 0.001389156880761   6: 0.001389106910353   5: 0.001389105183017   3: 0.001389080784099   1: 0.001389073866331   9: 0.001389062015515   0: 0.001388989774894 

training_10702    4: 0.817235616878290   3: 0.096466648489714   6: 0.040279944457473   0: 0.023037432022877   8: 0.016311669465745   9: 0.001333836219764   5: 0.001333799550925   7: 0.001333760135176   2: 0.001333681551241   1: 0.001333611228793 

training_10703    4: 0.572592417680083   3: 0.262344053503400   0: 0.089671764727800   5: 0.042047506958144   2: 0.028488678927492   9: 0.000971392597691   7: 0.000971203931343   6: 0.000971025264947   8: 0.000970986437708   1: 0.000970969971393 

training_10704    4: 0.469385680792558   7: 0.219960617138852   2: 0.190773262496397   6: 0.078684430922587   9: 0.036565437720973   0: 0.000926147002037   3: 0.000926142887531   5: 0.000926108662830   1: 0.000926090353147   8: 0.000926082023089 

training_10705    4: 0.840809534717904   7: 0.141005504859975   8: 0.002273455484713   1: 0.002273174356138   3: 0.002273124174466   2: 0.002273119374687   5: 0.002273104506549   9: 0.002273051457265   6: 0.002273041097986   0: 0.002272889970317 

training_10708    4: 0.963993343125132   2: 0.004002184568131   7: 0.004001468250504   6: 0.004000679554716   0: 0.004000668652411   3: 0.004000525185860   8: 0.004000366668421   1: 0.004000329970268   5: 0.004000237775591   9: 0.004000196248967 

