Corpus Type: binary
Topic Count: 10

test_14826       0: 0.000422047120247  1: 0.000422035530124  2: 0.347172681428323  3: 0.000422046815941  4: 0.288428204057364  5: 0.000422049132863  6: 0.022405034225397  7: 0.078702195466954  8: 0.000422052607822  9: 0.261181653614965 

test_20412       0: 0.949997605056527  1: 0.005555848575432  2: 0.005556033095099  3: 0.005556053289257  4: 0.005555709113547  5: 0.005555723526536  6: 0.005555998730681  7: 0.005555722235487  8: 0.005555693075478  9: 0.005555613301955 

test_20414       0: 0.930767872201746  1: 0.007692820876924  2: 0.007692357257859  3: 0.007692553811919  4: 0.007692370092556  5: 0.007692509165985  6: 0.007692414336244  7: 0.007692374263169  8: 0.007692342210213  9: 0.007692385783386 

test_20415       0: 0.939976958020367  1: 0.006668259710943  2: 0.006670098937751  3: 0.006669481717448  4: 0.006671367174036  5: 0.006668190724844  6: 0.006670570649417  7: 0.006669031780618  8: 0.006667407439130  9: 0.006668633845445 

test_20419       0: 0.967850335736518  1: 0.003573030063534  2: 0.003571782763686  3: 0.003572233110435  4: 0.003572094922747  5: 0.003572246145215  6: 0.003571926732428  7: 0.003571732720616  8: 0.003572641624648  9: 0.003571976180172 

test_20420       0: 0.058118315415122  1: 0.913307369234711  2: 0.003571764417837  3: 0.003571874609934  4: 0.003571962828458  5: 0.003571838207983  6: 0.003571664899020  7: 0.003571786112838  8: 0.003571689550141  9: 0.003571734723956 

test_20421       0: 0.796047031049588  1: 0.082371666922248  2: 0.006666709544984  3: 0.006667047752289  4: 0.006667086001501  5: 0.006666837568515  6: 0.006666758346985  7: 0.006666724548601  8: 0.006666697160641  9: 0.074913441104648 

test_20432       0: 0.634266093811779  1: 0.003706598993520  2: 0.003703992248603  3: 0.003704565617986  4: 0.003703812087621  5: 0.336099058528609  6: 0.003704053231893  7: 0.003703970537464  8: 0.003703814891764  9: 0.003704040050760 

test_20438       0: 0.924997771981524  1: 0.008334035609090  2: 0.008333404406367  3: 0.008333784562997  4: 0.008333410449626  5: 0.008333767626465  6: 0.008333513795613  7: 0.008333433298101  8: 0.008333392977757  9: 0.008333485292459 

test_20439       0: 0.002439220667473  1: 0.002439224389077  2: 0.002439879063497  3: 0.068249695658794  4: 0.002439996416166  5: 0.002439702117817  6: 0.054362058404810  7: 0.615781372411859  8: 0.246969001454950  9: 0.002439849415558 

test_20440       0: 0.960865671565492  1: 0.004348790021882  2: 0.004348202022923  3: 0.004348308931332  4: 0.004348470923866  5: 0.004348234053285  6: 0.004348162382603  7: 0.004348068448930  8: 0.004348045623416  9: 0.004348046026272 

test_20441       0: 0.001351522323797  1: 0.001351544285629  2: 0.001351785119069  3: 0.080731901335381  4: 0.389426198471835  5: 0.062060395110470  6: 0.001351602493384  7: 0.174921246840160  8: 0.063673895561259  9: 0.223779908459017 

test_20442       0: 0.918179467239811  1: 0.009091495553502  2: 0.009090979583835  3: 0.009091257697341  4: 0.009090998024068  5: 0.009091195857037  6: 0.009091059189948  7: 0.009091003939503  8: 0.009090958085095  9: 0.009091584829860 

test_20443       0: 0.960865954541031  1: 0.004348102490509  2: 0.004347997528945  3: 0.004348181894146  4: 0.004347912036648  5: 0.004348483594559  6: 0.004349357519919  7: 0.004348192538202  8: 0.004347896641023  9: 0.004347921215018 

test_20444       0: 0.009091044443782  1: 0.009091192999444  2: 0.009091472212219  3: 0.009091284414860  4: 0.009091879574705  5: 0.009091218216210  6: 0.009091690774082  7: 0.009091496278661  8: 0.009094187305985  9: 0.918174533780052 

test_20446       0: 0.749870633337084  1: 0.003846862913621  2: 0.003846386978728  3: 0.003846817459386  4: 0.003846529256255  5: 0.093970059078823  6: 0.129233465230627  7: 0.003846341565815  8: 0.003846317063485  9: 0.003846587116176 

test_20448       0: 0.939996172145033  1: 0.006667743943608  2: 0.006666824035690  3: 0.006667073719156  4: 0.006667085225167  5: 0.006667170510884  6: 0.006667113527888  7: 0.006666849121108  8: 0.006666867933215  9: 0.006667099838251 

test_20450       0: 0.954996074957982  1: 0.005000322494219  2: 0.005000409687361  3: 0.005000635983009  4: 0.005000721811435  5: 0.005000235296143  6: 0.005000454720986  7: 0.005000287127536  8: 0.005000625717182  9: 0.005000232204147 

test_20453       0: 0.813882039579236  1: 0.004762729380067  2: 0.058403801704119  3: 0.004763486286683  4: 0.004762231406797  5: 0.004763209543220  6: 0.004762431002107  7: 0.004762171911442  8: 0.094375287015948  9: 0.004762612170382 

test_20455       0: 0.943744917771745  1: 0.006250536881621  2: 0.006250535987385  3: 0.006250957046695  4: 0.006250446082637  5: 0.006250619061030  6: 0.006250462926982  7: 0.006250483478002  8: 0.006250342891455  9: 0.006250697872449 

test_20457       0: 0.003125382623821  1: 0.003125601869127  2: 0.003125690924916  3: 0.003127025160827  4: 0.003125908091392  5: 0.971865889064497  6: 0.003125736196927  7: 0.003126372831627  8: 0.003126985904557  9: 0.003125407332309 

test_20458       0: 0.001562681418680  1: 0.025397596555235  2: 0.001562894965463  3: 0.001562787296786  4: 0.001562960560564  5: 0.001562846988524  6: 0.001562819204714  7: 0.633391687453898  8: 0.001562920740041  9: 0.330270804816095 

test_20459       0: 0.002500107851957  1: 0.002500485884400  2: 0.002500792883231  3: 0.002500562709424  4: 0.402684726922291  5: 0.002500860308305  6: 0.002500676039038  7: 0.002501381164713  8: 0.094438968927124  9: 0.485371437309517 

test_20461       0: 0.001031052039866  1: 0.028062776222632  2: 0.001031226686333  3: 0.001031304969113  4: 0.309946782564371  5: 0.001031255681074  6: 0.001031241737194  7: 0.019539618835800  8: 0.044581479640135  9: 0.592713261623483 

test_20462       0: 0.000617353044661  1: 0.007964424465767  2: 0.041234218306996  3: 0.000617398089596  4: 0.247940298098607  5: 0.000617372755094  6: 0.000617453715670  7: 0.544161356557265  8: 0.000617507771239  9: 0.155612617195105 

test_20463       0: 0.935704453155842  1: 0.007144077814004  2: 0.007146555116398  3: 0.007143381882378  4: 0.007144049631338  5: 0.007143336678431  6: 0.007143358957810  7: 0.007143226268760  8: 0.007143868717872  9: 0.007143691777167 

test_20464       0: 0.001449327973420  1: 0.001449405328793  2: 0.001449512684093  3: 0.001449431591411  4: 0.001449463483717  5: 0.001449412733018  6: 0.001449437346707  7: 0.001449535913746  8: 0.081723698587990  9: 0.906680774357104 

test_20465       0: 0.002273357896456  1: 0.002273156825132  2: 0.002273460873820  3: 0.002273376655364  4: 0.002273434745302  5: 0.002273463217523  6: 0.002273307828997  7: 0.108912801222449  8: 0.872900356645806  9: 0.002273284089150 

test_20467       0: 0.003226492917814  1: 0.003226163224010  2: 0.337715286335458  3: 0.487949588004682  4: 0.003226193558028  5: 0.151751359011209  6: 0.003226250446098  7: 0.003226359739667  8: 0.003226086328358  9: 0.003226220434676 

test_20468       0: 0.798212102049191  1: 0.092149605207966  2: 0.003704591957904  3: 0.003704728906559  4: 0.003704440062144  5: 0.003704704361002  6: 0.083706413224703  7: 0.003704597492314  8: 0.003704345078477  9: 0.003704471659740 

test_20469       0: 0.001408544391300  1: 0.001408496893285  2: 0.001408881437741  3: 0.001409169424961  4: 0.722163569924284  5: 0.146686597336985  6: 0.001408787560045  7: 0.121288121845624  8: 0.001408847190978  9: 0.001408983994797 

test_20470       0: 0.930765323037617  1: 0.007693015178218  2: 0.007692403251605  3: 0.007693138370038  4: 0.007692943986435  5: 0.007692888534359  6: 0.007692619126794  7: 0.007692440277286  8: 0.007692438688012  9: 0.007692789549636 

test_20471       0: 0.861651140532555  1: 0.007143304817968  2: 0.007149396448669  3: 0.007143712794177  4: 0.007144595741322  5: 0.007144467365038  6: 0.007144561840446  7: 0.007142946484800  8: 0.081192283627479  9: 0.007143590347546 

test_20473       0: 0.857029226189453  1: 0.007143197508065  2: 0.007142876764270  3: 0.007143003510172  4: 0.007142890141062  5: 0.085827222498913  6: 0.007142907734449  7: 0.007142894448956  8: 0.007142876992393  9: 0.007142904212268 

test_20474       0: 0.001695118877625  1: 0.001695403431375  2: 0.001695452299809  3: 0.318275465190784  4: 0.529394517743139  5: 0.001695097583149  6: 0.001695456634502  7: 0.054767080883152  8: 0.087391039311817  9: 0.001695368044649 

test_20476       0: 0.949998093729548  1: 0.005555771970997  2: 0.005555743039269  3: 0.005555797369767  4: 0.005555598217715  5: 0.005556160994679  6: 0.005555677563329  7: 0.005555618491861  8: 0.005555577529804  9: 0.005555961093031 

test_20479       0: 0.947051780611124  1: 0.005883133240157  2: 0.005882836231509  3: 0.005883208800085  4: 0.005883169893839  5: 0.005883285900478  6: 0.005883093017431  7: 0.005883034531783  8: 0.005882765513556  9: 0.005883692260037 

test_20480       0: 0.924998407647874  1: 0.008333978695348  2: 0.008333365689832  3: 0.008333651007104  4: 0.008333356810110  5: 0.008333637310906  6: 0.008333446034305  7: 0.008333358865660  8: 0.008333359300541  9: 0.008333438638320 

test_20485       0: 0.002381471460787  1: 0.002381153317138  2: 0.002381394217959  3: 0.220358219627144  4: 0.002381519021875  5: 0.609566752604268  6: 0.002381468247719  7: 0.153405038074581  8: 0.002381189537960  9: 0.002381793890571 

test_20488       0: 0.947053506711115  1: 0.005882755230735  2: 0.005882468235949  3: 0.005883380169990  4: 0.005882791106182  5: 0.005883234549090  6: 0.005882624365128  7: 0.005882483606219  8: 0.005884101247483  9: 0.005882654778109 

test_20489       0: 0.002703145909323  1: 0.002703044921573  2: 0.002703240851055  3: 0.348198122319432  4: 0.002703402898290  5: 0.459716987687014  6: 0.002703023298614  7: 0.173162788639090  8: 0.002703080028576  9: 0.002703163447031 

test_20490       0: 0.935710726681597  1: 0.007143597733427  2: 0.007143249460613  3: 0.007143474035150  4: 0.007142954165651  5: 0.007143445319613  6: 0.007143436383158  7: 0.007143107188807  8: 0.007142942426259  9: 0.007143066605725 

test_20493       0: 0.639547490568486  1: 0.330820400081532  2: 0.003703933839671  3: 0.003704254528495  4: 0.003704061329470  5: 0.003704311307682  6: 0.003703961452865  7: 0.003703869807566  8: 0.003703845878800  9: 0.003703871205431 

test_20494       0: 0.914145964070378  1: 0.003125746284957  2: 0.003126073877000  3: 0.003125889156555  4: 0.003125872350853  5: 0.003125711187063  6: 0.060846722904930  7: 0.003125768348874  8: 0.003125927539806  9: 0.003126324279586 

test_20496       0: 0.002173949355655  1: 0.002174123953890  2: 0.908627867757936  3: 0.002174064117128  4: 0.002174275405556  5: 0.002174050790187  6: 0.002174141117359  7: 0.002174296716800  8: 0.002174263242580  9: 0.073978967542908 

test_20497       0: 0.957138858602622  1: 0.004762428126573  2: 0.004762248762791  3: 0.004762897022326  4: 0.004762255105372  5: 0.004762309938345  6: 0.004762244393827  7: 0.004762075436806  8: 0.004762561235678  9: 0.004762121375659 

test_20498       0: 0.880565242791618  1: 0.006250382707807  2: 0.006250031207698  3: 0.006250268203597  4: 0.006250039520430  5: 0.006250295476334  6: 0.006250097786016  7: 0.006250034182522  8: 0.069433451147897  9: 0.006250156976081 

test_20499       0: 0.935713015893512  1: 0.007143431114934  2: 0.007142928392687  3: 0.007143038012548  4: 0.007142960295916  5: 0.007142971229298  6: 0.007142921169033  7: 0.007142921503997  8: 0.007142903898629  9: 0.007142908489446 

test_20500       0: 0.000546546933734  1: 0.000546504594372  2: 0.897913144073029  3: 0.000546562335138  4: 0.048928886622863  5: 0.000546581698795  6: 0.049331997724597  7: 0.000546620709827  8: 0.000546534826698  9: 0.000546620480948 

test_20502       0: 0.947054646679752  1: 0.005883839472775  2: 0.005882489933156  3: 0.005882780956391  4: 0.005882519165021  5: 0.005883151928333  6: 0.005882527514345  7: 0.005882516026463  8: 0.005883061667104  9: 0.005882466656661 

test_20507       0: 0.947057747582502  1: 0.005882673504234  2: 0.005882379740613  3: 0.005882612401988  4: 0.005882400268286  5: 0.005882550456121  6: 0.005882431480441  7: 0.005882389080607  8: 0.005882384064780  9: 0.005882431420427 

test_20511       0: 0.000901007911881  1: 0.000900996108834  2: 0.000901103445951  3: 0.000901079840376  4: 0.692370028079831  5: 0.000901127062033  6: 0.024960319952358  7: 0.045427600406822  8: 0.053260698447966  9: 0.179476038743949 

test_20514       0: 0.194323131628047  1: 0.600062551587621  2: 0.007692697070883  3: 0.151764495671883  4: 0.007692392230789  5: 0.007692579103849  6: 0.007694541293017  7: 0.007692356828770  8: 0.007692673663316  9: 0.007692580921827 

test_20515       0: 0.908974716303193  1: 0.003126177196205  2: 0.003125685572664  3: 0.003125975581651  4: 0.066018678842590  5: 0.003126222803415  6: 0.003125513241643  7: 0.003125375763260  8: 0.003125828977611  9: 0.003125825717768 

test_20517       0: 0.863443367273610  1: 0.001923664134807  2: 0.056219860182431  3: 0.066872160264813  4: 0.001923637301823  5: 0.001923564444438  6: 0.001923399141142  7: 0.001923333315501  8: 0.001923367748754  9: 0.001923646192680 

test_20523       0: 0.957140350570498  1: 0.004762274672584  2: 0.004761995424640  3: 0.004762455551346  4: 0.004762212813424  5: 0.004762228276893  6: 0.004762116346748  7: 0.004762115369401  8: 0.004762034637732  9: 0.004762216336734 

test_20525       0: 0.081203660399548  1: 0.002941579591265  2: 0.002941561992239  3: 0.002942442438828  4: 0.002941465631617  5: 0.271488261800324  6: 0.002941608929435  7: 0.002942120209841  8: 0.002941385712408  9: 0.626715913294496 

test_20527       0: 0.838859298204141  1: 0.103981497160146  2: 0.007143676141768  3: 0.007145742413142  4: 0.007144157059906  5: 0.007146395704691  6: 0.007144051380539  7: 0.007147017333428  8: 0.007143853984308  9: 0.007144310617931 

test_20529       0: 0.971867457622744  1: 0.003126567899190  2: 0.003125937216605  3: 0.003125917801670  4: 0.003125750570661  5: 0.003126212207295  6: 0.003125591405578  7: 0.003125794090634  8: 0.003125401501442  9: 0.003125369684180 

test_20531       0: 0.910605528090985  1: 0.004762479213144  2: 0.004762808589819  3: 0.004762995043049  4: 0.004763108082478  5: 0.004762238748409  6: 0.004763249407281  7: 0.004762679318927  8: 0.051291864197636  9: 0.004763049308271 

test_20532       0: 0.002174114575949  1: 0.002174186228263  2: 0.916520141429523  3: 0.002174376100354  4: 0.002174573979479  5: 0.002174384401799  6: 0.002174332142753  7: 0.066085368399325  8: 0.002174164310626  9: 0.002174358431928 

test_20533       0: 0.979538151868041  1: 0.002273123025011  2: 0.002273299108845  3: 0.002273379252419  4: 0.002273421223684  5: 0.002273733250239  6: 0.002273886845662  7: 0.002274331438261  8: 0.002273379151462  9: 0.002273294836377 

test_20535       0: 0.678152133510695  1: 0.238371825403385  2: 0.003125410114801  3: 0.003125291129199  4: 0.003125111313517  5: 0.003125514829771  6: 0.061598810186638  7: 0.003125186408239  8: 0.003125424819986  9: 0.003125292283769 

test_20545       0: 0.965380607825783  1: 0.003846449582622  2: 0.003846437830813  3: 0.003846989011527  4: 0.003846604228598  5: 0.003847574017629  6: 0.003846417092630  7: 0.003846339776159  8: 0.003846281810766  9: 0.003846298823473 

test_20546       0: 0.735421205005644  1: 0.001887298099523  2: 0.001887110472912  3: 0.001887243110791  4: 0.001887010757023  5: 0.162502655560440  6: 0.057220776605036  7: 0.033532799771923  8: 0.001886928113467  9: 0.001886972503242 

test_20548       0: 0.862849974314228  1: 0.007692954953948  2: 0.007692826927386  3: 0.007692812707706  4: 0.007692806569165  5: 0.007692927025616  6: 0.007692472290663  7: 0.007692601687020  8: 0.007692501914640  9: 0.075608121609627 

test_20550       0: 0.004347992091889  1: 0.004350017337836  2: 0.004349019060398  3: 0.004349152279343  4: 0.004349135212497  5: 0.004348551119961  6: 0.004348486297709  7: 0.004349109140493  8: 0.960859261986697  9: 0.004349275473177 

test_20552       0: 0.006251941520153  1: 0.006250524302630  2: 0.006250695960554  3: 0.006251291249613  4: 0.006250817392048  5: 0.943741283324095  6: 0.006250852712750  7: 0.006250603448290  8: 0.006250827627041  9: 0.006251162462827 

test_20557       0: 0.962486746025630  1: 0.004168228795679  2: 0.004168076625728  3: 0.004167715998434  4: 0.004167245352547  5: 0.004169026331720  6: 0.004170243297546  7: 0.004168392860971  8: 0.004166959379289  9: 0.004167365332455 

test_20558       0: 0.924993333855885  1: 0.008334239159986  2: 0.008333479376341  3: 0.008337457921440  4: 0.008333831153017  5: 0.008333600907033  6: 0.008333503431074  7: 0.008333562551865  8: 0.008333443388323  9: 0.008333548255034 

test_20561       0: 0.872574450252933  1: 0.006667096946951  2: 0.006666904900791  3: 0.006667104350982  4: 0.006666747630531  5: 0.006667561754138  6: 0.006666843986326  7: 0.006668100058867  8: 0.006667605620047  9: 0.074087584498433 

test_20562       0: 0.954997672399413  1: 0.005000311756786  2: 0.005000128595804  3: 0.005000400917748  4: 0.005000439492957  5: 0.005000370345592  6: 0.005000237315934  7: 0.005000140556168  8: 0.005000134486208  9: 0.005000164133389 

test_20564       0: 0.924993722253346  1: 0.008334095261571  2: 0.008334236614806  3: 0.008334370334562  4: 0.008333450047910  5: 0.008334578514987  6: 0.008334009160687  7: 0.008333754902183  8: 0.008333445671799  9: 0.008334337238151 

test_20566       0: 0.725059950604869  1: 0.006251124069394  2: 0.006253059791509  3: 0.006250465352700  4: 0.006251110336943  5: 0.152553749327098  6: 0.078628578925317  7: 0.006250379732633  8: 0.006250906610867  9: 0.006250675248672 

test_20567       0: 0.930761395240025  1: 0.007693227177061  2: 0.007693078554859  3: 0.007693159027867  4: 0.007693711423609  5: 0.007692681810341  6: 0.007693111411021  7: 0.007692753789685  8: 0.007694102403658  9: 0.007692779161874 

test_20569       0: 0.907039016106835  1: 0.003705061101692  2: 0.003704084076862  3: 0.003704161190954  4: 0.003704241344408  5: 0.063327072526292  6: 0.003704038451687  7: 0.003704188537440  8: 0.003703975685872  9: 0.003704160977958 

test_20583       0: 0.856477063721109  1: 0.090184726148080  2: 0.006666755496377  3: 0.006669053516738  4: 0.006667621226420  5: 0.006666939298696  6: 0.006666940357394  7: 0.006666849323979  8: 0.006666976585543  9: 0.006667074325662 

test_20584       0: 0.130812608513286  1: 0.005000704730635  2: 0.005001298086869  3: 0.829177648509935  4: 0.005001393432447  5: 0.005002068059498  6: 0.005001783641794  7: 0.005000410850163  8: 0.005000411122062  9: 0.005001673053310 

test_20586       0: 0.957134783959174  1: 0.004763419977046  2: 0.004762345314762  3: 0.004762846083551  4: 0.004762648449896  5: 0.004762765591879  6: 0.004762887731192  7: 0.004762816106075  8: 0.004762464342388  9: 0.004763022444037 

test_20593       0: 0.924998049169159  1: 0.008333987568445  2: 0.008333402027897  3: 0.008333719375567  4: 0.008333445120178  5: 0.008333638948912  6: 0.008333486721582  7: 0.008333421950405  8: 0.008333390550540  9: 0.008333458567316 

test_20596       0: 0.949993652749217  1: 0.005556273992385  2: 0.005556880337545  3: 0.005556365905867  4: 0.005556044425655  5: 0.005556077497058  6: 0.005556417538137  7: 0.005556637128838  8: 0.005555817391052  9: 0.005555833034245 

test_20598       0: 0.599510310942926  1: 0.003448532642461  2: 0.003448628629100  3: 0.278778932014902  4: 0.003448533573114  5: 0.003448493507070  6: 0.003449313106203  7: 0.003448427373513  8: 0.097569504129163  9: 0.003449324081549 

test_20600       0: 0.943748247894958  1: 0.006250394440776  2: 0.006250055992159  3: 0.006250308863215  4: 0.006250218747151  5: 0.006250242007713  6: 0.006250204021067  7: 0.006250071067035  8: 0.006250090599412  9: 0.006250166366514 

test_20605       0: 0.800458498139598  1: 0.077403884391862  2: 0.006666724112355  3: 0.006666935282290  4: 0.006667554978514  5: 0.006666845654578  6: 0.075469237203228  7: 0.006666801308092  8: 0.006666731413204  9: 0.006666787516278 

test_20606       0: 0.959089103420314  1: 0.004545699836283  2: 0.004545615075694  3: 0.004545747738168  4: 0.004545607468041  5: 0.004545667689458  6: 0.004545738320439  7: 0.004545623220537  8: 0.004545560626505  9: 0.004545636604561 

test_20611       0: 0.087156224601561  1: 0.002778329453725  2: 0.002778129099930  3: 0.002778358807603  4: 0.213438121276952  5: 0.002778642255089  6: 0.002778896010000  7: 0.369498386201625  8: 0.313236472449160  9: 0.002778439844356 

test_20618       0: 0.002500788787061  1: 0.002500867610550  2: 0.311525878355929  3: 0.002500519288463  4: 0.002500542068141  5: 0.668468892725994  6: 0.002500748164499  7: 0.002500748339458  8: 0.002500520866311  9: 0.002500493793595 

test_20620       0: 0.002273362316803  1: 0.017532120107089  2: 0.002273212031753  3: 0.002273069130937  4: 0.002273319899882  5: 0.138330456495619  6: 0.145879090660510  7: 0.002273182170063  8: 0.684618967607671  9: 0.002273219579674 

test_20624       0: 0.001613081052210  1: 0.001612986507675  2: 0.001613193580152  3: 0.001613088774103  4: 0.001613162372370  5: 0.001613061283271  6: 0.001613105827406  7: 0.001613326223557  8: 0.001613185624617  9: 0.985481808754640 

test_20628       0: 0.767391304305628  1: 0.213998972558725  2: 0.002325951418967  3: 0.002326175083587  4: 0.002325825547864  5: 0.002326468751619  6: 0.002326082622706  7: 0.002326809667602  8: 0.002325852271334  9: 0.002326557771969 

test_20630       0: 0.918179280618674  1: 0.009091531766720  2: 0.009090994412069  3: 0.009091540792809  4: 0.009091000484883  5: 0.009091442267013  6: 0.009091124129269  7: 0.009091016060749  8: 0.009090980255284  9: 0.009091089212531 

test_20631       0: 0.001515304481707  1: 0.001515231915095  2: 0.925162447492527  3: 0.001515294822992  4: 0.001515964326269  5: 0.001515426689577  6: 0.001515477629832  7: 0.001515907398243  8: 0.001515454028399  9: 0.062713491215360 

test_20632       0: 0.000649520296955  1: 0.000649381215339  2: 0.096868854359899  3: 0.000649450260042  4: 0.000649502140833  5: 0.000649455604275  6: 0.000649493962497  7: 0.000649471119431  8: 0.134911794810049  9: 0.763673076230680 

test_20634       0: 0.963997004607995  1: 0.004001115812979  2: 0.004000190134165  3: 0.004000490612809  4: 0.004000215966724  5: 0.004000289420030  6: 0.004000202888020  7: 0.004000203825165  8: 0.004000138518009  9: 0.004000148214104 

test_20637       0: 0.012500704882521  1: 0.012500588561339  2: 0.012501461266650  3: 0.012503006971034  4: 0.012503018127836  5: 0.012503633557721  6: 0.012501715161433  7: 0.012501740887505  8: 0.887482316078813  9: 0.012501814505147 

test_20639       0: 0.865192126688217  1: 0.004545906605964  2: 0.004545491912334  3: 0.037353807472993  4: 0.004545497835469  5: 0.004545532863661  6: 0.004545524498530  7: 0.004545497793910  8: 0.004545473119380  9: 0.065635141209542 

test_20640       0: 0.918179602972908  1: 0.009091510904783  2: 0.009090991670290  3: 0.009091357432845  4: 0.009091043600666  5: 0.009091324408101  6: 0.009091098562574  7: 0.009091015625004  8: 0.009090995159248  9: 0.009091059663580 

test_20641       0: 0.002941525073514  1: 0.002941496920909  2: 0.051806750784968  3: 0.002942068697733  4: 0.002941697273064  5: 0.642731092360832  6: 0.002941702831198  7: 0.002941653320107  8: 0.189240935869099  9: 0.098571076868577 

test_20645       0: 0.056145173303777  1: 0.003333587980436  2: 0.003333847923315  3: 0.003334337140297  4: 0.003334247625717  5: 0.003334132831521  6: 0.003334041278071  7: 0.003333967889596  8: 0.917182782583167  9: 0.003333881444103 

test_20646       0: 0.959076424384315  1: 0.004546282022958  2: 0.004546049592396  3: 0.004548078688961  4: 0.004547637772192  5: 0.004546816743280  6: 0.004546205152555  7: 0.004545724483821  8: 0.004548640001009  9: 0.004548141158513 

test_20648       0: 0.935711010296498  1: 0.007143466133345  2: 0.007143166008706  3: 0.007143252396302  4: 0.007143058667478  5: 0.007143410122923  6: 0.007143062285231  7: 0.007143102785243  8: 0.007143147081510  9: 0.007143324222764 

test_20649       0: 0.001613112719915  1: 0.001613065979440  2: 0.001613342601738  3: 0.001613229370450  4: 0.396466343648711  5: 0.001613322647252  6: 0.001613675288042  7: 0.001613325390834  8: 0.181289980705140  9: 0.410950601648478 

test_20650       0: 0.957138940170575  1: 0.004762267326723  2: 0.004762241505789  3: 0.004762680154400  4: 0.004762457135604  5: 0.004762465737453  6: 0.004762416373902  7: 0.004762102049364  8: 0.004762049931752  9: 0.004762379614437 

test_20651       0: 0.954996257371668  1: 0.005000184967006  2: 0.005000208935119  3: 0.005001348260151  4: 0.005000607460786  5: 0.005000298062909  6: 0.005000733065814  7: 0.005000203289884  8: 0.005000076591114  9: 0.005000081995549 

test_20652       0: 0.802578491221920  1: 0.006250719307421  2: 0.147413413601860  3: 0.006251116839839  4: 0.006250737377760  5: 0.006250412280665  6: 0.006252070224998  7: 0.006252109939952  8: 0.006250537194701  9: 0.006250392010881 

test_20653       0: 0.001695343362702  1: 0.001695272980528  2: 0.001695288953864  3: 0.229985603039966  4: 0.001695271443770  5: 0.001695283175125  6: 0.001695170308644  7: 0.001695133542339  8: 0.667599245684383  9: 0.090548387508679 

test_20654       0: 0.918169424419722  1: 0.009092687993177  2: 0.009093755485649  3: 0.009092178105727  4: 0.009091619335053  5: 0.009091636986548  6: 0.009092866630805  7: 0.009093469780920  8: 0.009091106248224  9: 0.009091255014175 

test_20655       0: 0.943745604235211  1: 0.006250446587259  2: 0.006250028281427  3: 0.006250526547129  4: 0.006250115891907  5: 0.006250207607480  6: 0.006250135858864  7: 0.006250710539382  8: 0.006251434184784  9: 0.006250790266558 

test_20657       0: 0.949997870900148  1: 0.005556150824295  2: 0.005555633756756  3: 0.005555895666911  4: 0.005555745587408  5: 0.005555723417102  6: 0.005555788017914  7: 0.005555681331978  8: 0.005555761001005  9: 0.005555749496481 

test_20658       0: 0.947054269809721  1: 0.005882740448502  2: 0.005882911902177  3: 0.005883074240431  4: 0.005882491639384  5: 0.005883546646080  6: 0.005883292943345  7: 0.005882561768781  8: 0.005882408298850  9: 0.005882702302730 

test_20660       0: 0.947057607215930  1: 0.005882685766895  2: 0.005882404241239  3: 0.005882611570072  4: 0.005882402799096  5: 0.005882556285427  6: 0.005882453786657  7: 0.005882422037890  8: 0.005882409642641  9: 0.005882446654152 

test_20662       0: 0.003225917734155  1: 0.003225990641573  2: 0.427507970596923  3: 0.307248208701428  4: 0.003226521044755  5: 0.003226527669320  6: 0.003226774818751  7: 0.003226689761559  8: 0.242658615227517  9: 0.003226783804019 

test_20666       0: 0.002041345595955  1: 0.002041261784232  2: 0.002041232725973  3: 0.426028738096268  4: 0.002041401340737  5: 0.002041355704701  6: 0.197137246125308  7: 0.264077115393433  8: 0.002041344465080  9: 0.100508958768313 

test_20667       0: 0.002703294734036  1: 0.002703187763906  2: 0.183712027332072  3: 0.261134509219014  4: 0.002703590354188  5: 0.066570003398954  6: 0.472363389299513  7: 0.002703586592830  8: 0.002703169868513  9: 0.002703241436974 

test_20668       0: 0.643927416746287  1: 0.301257348073849  2: 0.033599957372032  3: 0.003031336827990  4: 0.003030597238305  5: 0.003030836532699  6: 0.003030809550774  7: 0.003030442626820  8: 0.003030442423531  9: 0.003030812607712 

test_20669       0: 0.733466950463821  1: 0.002941921681883  2: 0.002941911242317  3: 0.002942119333182  4: 0.145164387405044  5: 0.100775405967342  6: 0.002941958206730  7: 0.002941848215372  8: 0.002941594907385  9: 0.002941902576924 

test_20670       0: 0.957133760606194  1: 0.004764736296991  2: 0.004762618434998  3: 0.004762985737595  4: 0.004762538567101  5: 0.004762895048465  6: 0.004762560224993  7: 0.004762686841605  8: 0.004762458298534  9: 0.004762759943525 

test_20671       0: 0.949992107693688  1: 0.005556303449080  2: 0.005556215637959  3: 0.005557760051049  4: 0.005556067901396  5: 0.005557101639650  6: 0.005556347108638  7: 0.005555941272131  8: 0.005555899109713  9: 0.005556256136695 

test_20672       0: 0.868151940873528  1: 0.081842605299700  2: 0.006250297257711  3: 0.006252217997565  4: 0.006251182937815  5: 0.006250293087313  6: 0.006250314060162  7: 0.006250277101781  8: 0.006250452016416  9: 0.006250419368008 

